Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,Yes,K C’s Pizza,https://www.yelp.com/adredir?ad_business_id=g5Cn9DhTUmoM1sOpkvI0WA&campaign_id=46O4vXBdi9yDvi-7ApeG0w&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fk-cs-pizza-newark&request_id=a02bc9ad2a4af5dd&signature=851ba7832ea0dcc7f3c4474f1819710df7b283ab623ac0f679d2429edcc04091&slot=0,Firebirds Wood Fired Grill,https://www.yelp.com/biz/firebirds-wood-fired-grill-newark?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,Cafe Mezzanotte,https://www.yelp.com/adredir?ad_business_id=J4Lj1Mag6ODDmP0kuRnEZw&campaign_id=ZWII0kNwImz6xCHZ5uOQTg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcafe-mezzanotte-wilmington&request_id=a02bc9ad2a4af5dd&signature=51694ebb23b09f4fa9558d8430f2d5e70f3b41218c9d9f230d8d685fa2a9ec3f&slot=1,Bahama Breeze,https://www.yelp.com/biz/bahama-breeze-newark?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,Iron Hill Brewery & Restaurant,https://www.yelp.com/biz/iron-hill-brewery-and-restaurant-newark?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:30 am,Accepts Apple Pay,No,,,,
Sat,10:00 am - 12:30 am,Accepts Android Pay,No,,,,
Sun,10:00 am - 10:00 pm,Good For,"Lunch, Dinner, Dessert",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
,,Gender Neutral Restrooms,Yes,,,,
