Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,Yes,Mignon,https://www.yelp.com/adredir?ad_business_id=9m26Y953aae1chxft1lKMg&campaign_id=m65D4HuLCcuGN8_mq6eNEQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmignon-plano&request_id=30bd35d63e54f803&signature=350378872e05cc0fe7984d54324df22c89f5e7fdbfe951ddd78c0aa181962039&slot=0,Grand Lux Cafe,https://www.yelp.com/biz/grand-lux-cafe-dallas?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,Hibashi,https://www.yelp.com/adredir?ad_business_id=kfDWedCP4YgD4qVTaax7lg&campaign_id=Y4xYKqxOQdxlTca58sq86w&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fhibashi-dallas&request_id=30bd35d63e54f803&signature=9c9bc518944f711fe00d7c793f482a35637709afad91418bbf93482f6d832f00&slot=1,Val’s Cheesecakes,https://www.yelp.com/biz/vals-cheesecakes-dallas-3?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,Kenny’s Wood Fired Grill,https://www.yelp.com/biz/kennys-wood-fired-grill-dallas-2?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:30 am,Accepts Apple Pay,No,,,,
Sat,10:00 am - 12:30 am,Good For,"Lunch, Dinner, Dessert",,,,
Sun,10:00 am - 11:00 pm,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
