Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:30 am - 11:00 pm,Takes Reservations,No,Jimmy Wan’s,https://www.yelp.com/adredir?ad_business_id=DlXt4CjYKLThIDOl6X_D0g&campaign_id=MDt5oSEWrn83OyyXISyWZg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjimmy-wans-cranberry-township-2&request_id=844826c423bbcb37&signature=ed02539e44cc2d8346d11138691a737c737b30f94450b7b187c43863ea711109&slot=0,Marketplace Cafe,https://www.yelp.com/biz/marketplace-cafe-pittsburgh-3?page_src=related_bizes
Tue,11:30 am - 11:00 pm,Delivery,No,Razzy Fresh,https://www.yelp.com/adredir?ad_business_id=Sd6kNeNCpY3FkGF-RmjQHw&campaign_id=Q74XbF0ko9z1nWDzTEs9Wg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Frazzy-fresh-pittsburgh-4&request_id=844826c423bbcb37&signature=087d26e79b93d0dff577c79364b1aa519b8f30d23b66d4c87feda8ae6ac7b0a6&slot=1,Bonefish Grill,https://www.yelp.com/biz/bonefish-grill-pittsburgh?page_src=related_bizes
Wed,11:30 am - 11:00 pm,Take-out,Yes,,,Jean-Marc Chatellier’s French Bakery,https://www.yelp.com/biz/jean-marc-chatelliers-french-bakery-pittsburgh-2?page_src=related_bizes
Thu,11:30 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:30 am - 12:00 am,Good For,"Brunch, Lunch, Dinner, Dessert",,,,
Sat,10:00 am - 12:00 am,Parking,Private Lot,,,,
Sun,10:00 am - 10:00 pm,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,No,,,,
