Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
,,Takes Reservations,Yes,Jackie’s Cookie Connection,https://www.yelp.com/adredir?ad_business_id=-vd5u9O2lx9DWkJLS9kKqg&campaign_id=67e_-1DsnOCSREPxbUq6nA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjackies-cookie-connection-los-angeles-4&request_id=57c339fb16748a8d&signature=b92f914257cd1a25fc5391958f11daaa26e008fd89486942678bd373b30587b2&slot=0,Baltaire,https://www.yelp.com/biz/baltaire-los-angeles?page_src=related_bizes
,,Delivery,No,L’Assiette Steak Frites,https://www.yelp.com/adredir?ad_business_id=Rx2vwjQO5bI9VMwnaIcikw&campaign_id=kCtTvG5B4MFPGoT-DQ-lEw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fl-assiette-steak-frites-los-angeles-2&request_id=57c339fb16748a8d&signature=4b090354d6a963158562a196d05f326bcca3ce56605b0c45e464c02ec391d5cf&slot=1,Tavern,https://www.yelp.com/biz/tavern-los-angeles-2?page_src=related_bizes
,,Take-out,Yes,,,Toscana,https://www.yelp.com/biz/toscana-los-angeles?page_src=related_bizes
,,Accepts Credit Cards,Yes,,,,
,,Parking,"Valet, Validated",,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
