Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,Yes,Clay’s Restaurant & Hall,https://www.yelp.com/adredir?ad_business_id=jipsUZeHANAxUy9nUITQTQ&campaign_id=pu3C41t-2DvWHwue00ZnTA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fclays-restaurant-and-hall-houston&request_id=091de50ce6ce097d&signature=d360110d8d37167b34636a8304b5a2adef43961c17f9c45ec7925b3b5b53ed38&slot=0,Grand Lux Cafe,https://www.yelp.com/biz/grand-lux-cafe-houston?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,Ooh La La Dessert Boutique,https://www.yelp.com/adredir?ad_business_id=uJsC-I4jNAf-ueWp19goOw&campaign_id=ZON-bl50nwf-H9LY4pnxyA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fooh-la-la-dessert-boutique-houston&request_id=091de50ce6ce097d&signature=4911f92baaf06232acca7046b9db3121de1b074ba57c478bfce4bdfe05e68cbf&slot=1,Yard House,https://www.yelp.com/biz/yard-house-houston?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,Goode Company Seafood,https://www.yelp.com/biz/goode-company-seafood-houston-2?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,No,,,,
Sat,10:00 am - 12:00 am,Accepts Android Pay,Yes,,,,
Sun,10:00 am - 11:00 pm,Good For,"Brunch, Lunch, Dinner, Dessert",,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
