Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,Zov’s Anaheim,https://www.yelp.com/adredir?ad_business_id=_k36cYlKJrJwQ0Ro5MJVIw&campaign_id=0AOCuUYTl-7u0gU2GkvQhA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fzovs-anaheim-anaheim-3&request_id=971f99d5396afce4&signature=29315c94a6989fa5124c7b04dea344d6426a9a8ff816b12f200b22047d34b0c1&slot=0,The Habit Burger Grill,https://www.yelp.com/biz/the-habit-burger-grill-orange-2?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Zack’s HB,https://www.yelp.com/adredir?ad_business_id=wepVexPNVcCiPMuyIr_cYg&campaign_id=ag4Ue_FQjLOM9Q7ioHSFfg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fzacks-hb-huntington-beach-3&request_id=971f99d5396afce4&signature=00557dd8e92e9110daf5ec08a6590e1f5ad185b190b576430ee5e0eb79406cc2&slot=1,Islands Restaurant,https://www.yelp.com/biz/islands-restaurant-orange-2?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Slater’s 50/50 - Anaheim Hills,https://www.yelp.com/biz/slaters-50-50-anaheim-hills-anaheim-2?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,Yes,,,,
Sat,11:00 am - 11:00 pm,Accepts Android Pay,No,,,,
Sun,11:00 am - 10:00 pm,Good For,"Lunch, Dinner",,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Drive-Thru,No,,,,
,,Caters,No,,,,
