Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
,,Takes Reservations,No,Mediterranean Pita Grill,https://www.yelp.com/adredir?ad_business_id=1T-i8pJyoxCOnXvh0NLMJA&campaign_id=z5waOkXvaEKI-yx_uv0WZg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmediterranean-pita-grill-westlake-village-3&request_id=d044788b90a7d241&signature=93aa4e9c1a53e77b8eaf37577ca631b86faf67529d2304c6ff0d15d1e53544f7&slot=0,,
,,Delivery,No,Flame International Kabob House,https://www.yelp.com/adredir?ad_business_id=e4zVNW0kCz00Sth4FCAyfQ&campaign_id=QVMfZs70hXGSsEigyVu0fg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fflame-international-kabob-house-los-angeles-2&request_id=d044788b90a7d241&signature=ceb2fe84dfe21ffcbd97be308e2bb047a4981dc01f5a5139d4400bb8c261db2d&slot=1,,
,,Take-out,Yes,,,,
,,Accepts Credit Cards,Yes,,,,
,,Parking,Private Lot,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
