Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,Ponderosa Bar & Grill,https://www.yelp.com/adredir?ad_business_id=pNb2kShqmJEz1-Gtlvz2jw&campaign_id=vlgJB0vAeo7wxFRA79nHSA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fponderosa-bar-and-grill-menifee&request_id=a8062463599a0efe&signature=6220e524f1ba0ccfd82d94df7aeb405e585f1acfe1828c7fed1b8fbd297dbcfc&slot=0,Dog Haus Biergarten,https://www.yelp.com/biz/dog-haus-biergarten-menifee?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Bluewater Grill,https://www.yelp.com/adredir?ad_business_id=wShKedJFto6NHLmsQgKJSQ&campaign_id=mMTiEgaKHt2zTfRFHinJCA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbluewater-grill-temecula&request_id=a8062463599a0efe&signature=e000b30e9d267f27246086424c7fb35897e170e1144d531d9da14a9d270cab99&slot=1,Texas Roadhouse,https://www.yelp.com/biz/texas-roadhouse-menifee?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,The Habit Burger Grill,https://www.yelp.com/biz/the-habit-burger-grill-menifee?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,Yes,,,,
Sat,11:00 am - 11:00 pm,Good For,"Lunch, Dinner, Dessert",,,,
Sun,11:00 am - 10:00 pm,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,No,,,,
