Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 9:00 pm,Takes Reservations,No,The Sandwich Factory,https://www.yelp.com/adredir?ad_business_id=hgPKpBdUOx2hVyGrzY70yQ&campaign_id=1I8Y1LqE0Qv8R1gI5OVIRA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-sandwich-factory-reno&request_id=2881ae847d3c7825&signature=be7c3fac1e580b9abfa8ca45f2b17b0066f671edc37d48323908a1c575907f64&slot=0,Del Real,https://www.yelp.com/biz/del-real-sparks?page_src=related_bizes
Tue,11:00 am - 9:00 pm,Delivery,No,Just Ravioli,https://www.yelp.com/adredir?ad_business_id=CLrVFkXQLuXaHA7dJEHZKQ&campaign_id=2n0CQfw10VR_75ix2tztIA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjust-ravioli-reno-2&request_id=2881ae847d3c7825&signature=ad5e1f436fabcaf8f9a655bde6b5729897f04c475e23c823f50e819b944faf60&slot=1,Squeeze In,https://www.yelp.com/biz/squeeze-in-sparks?page_src=related_bizes
Wed,11:00 am - 9:00 pm,Take-out,Yes,,,Scoopers Drive-In,https://www.yelp.com/biz/scoopers-drive-in-sparks?page_src=related_bizes
Thu,11:00 am - 9:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,Yes,,,,
Sat,11:00 am - 11:00 pm,Accepts Android Pay,No,,,,
Sun,11:00 am - 9:00 pm,Good For,"Lunch, Dinner",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Drive-Thru,No,,,,
,,Caters,No,,,,
