Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,Denny’s,https://www.yelp.com/adredir?ad_business_id=pqNsEdFylHGWRuayvmdDAQ&campaign_id=phQTtquHldmIBTEUk1QsnA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdennys-roseburg&request_id=f57467fbefbde7ff&signature=b2da7d57da28a26e9d9aef25e0c1626dd56765972362ef06774667fa46a14a11&slot=0,Granny’s Mini-Hut,https://www.yelp.com/biz/grannys-mini-hut-roseburg?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,,,McMenamins Roseburg Station Pub & Brewery,https://www.yelp.com/biz/mcmenamins-roseburg-station-pub-and-brewery-roseburg-2?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,The Jersey Lilly,https://www.yelp.com/biz/the-jersey-lilly-roseburg?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,Yes,,,,
Sat,11:00 am - 11:00 pm,Accepts Android Pay,No,,,,
Sun,11:00 am - 10:00 pm,Good For,"Lunch, Dinner",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
