Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,Phantom Ales,https://www.yelp.com/adredir?ad_business_id=N7Cos0Y2w_i1tzDma66fNQ&campaign_id=vL_YlGLMPweLuPcNH8awEA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fphantom-ales-anaheim&request_id=7b889c58d396c17f&signature=a0c435b6e147f6cf9e5c934483fa23663a06da39897ab33a265e11a54c7ff4fd&slot=0,Islands Restaurant,https://www.yelp.com/biz/islands-restaurant-brea?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Bacchus’ Kitchen,https://www.yelp.com/adredir?ad_business_id=CloO5BbAe9CJgCLKmcUemQ&campaign_id=w-qEdsfUCaMzpp_ooTcjbQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbacchus-kitchen-pasadena-4&request_id=7b889c58d396c17f&signature=fa03de3bbdbbfb3fd68e306da79d7a7c605e9f5cc60e11c555d52a27fc15e2ca&slot=1,The Hat,https://www.yelp.com/biz/the-hat-brea?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,G Burger - La Habra,https://www.yelp.com/biz/g-burger-la-habra-la-habra?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 10:00 pm,Accepts Android Pay,Yes,,,,
Sun,11:00 am - 10:00 pm,Good For,"Lunch, Dinner",,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
