Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,,,Bar Louie,https://www.yelp.com/biz/bar-louie-huntsville?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,,,Farm Burger - Huntsville,https://www.yelp.com/biz/farm-burger-huntsville-huntsville?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Hunt Club Burgers n Grill,https://www.yelp.com/biz/hunt-club-burgers-n-grill-madison?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 11:00 pm,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 10:00 pm,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
