Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,EAT,https://www.yelp.com/adredir?ad_business_id=0DmY0kJLByConRlCRH6oRQ&campaign_id=rm6BPYf6LCI5dB-2ecuIsw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Feat-wilton-manors&request_id=00907eeb87b37a58&signature=9af64d35b85cad59ab633be52b4e20c2492ac73871a48eafba250baf6fffe5d3&slot=0,Burger 21,https://www.yelp.com/biz/burger-21-davie?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Boss Burger & Brew,https://www.yelp.com/adredir?ad_business_id=4A53AWWFJPTputTzKthP-g&campaign_id=9HZ3Q3bSiqDBMa4497AsbA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fboss-burger-and-brew-hialeah&request_id=00907eeb87b37a58&signature=b63aeddf554b25d3a70be789743619f0f80f1cc7c9438c7c2e5f9b20f32acaa9&slot=1,Duffy’s Sports Grill,https://www.yelp.com/biz/duffys-sports-grill-plantation-2?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,BurgerFi,https://www.yelp.com/biz/burgerfi-davie?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,Yes,,,,
Sat,11:00 am - 11:00 pm,Accepts Android Pay,No,,,,
Sun,11:00 am - 10:00 pm,Good For,"Dinner, Dessert",,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Drive-Thru,No,,,,
,,Caters,No,,,,
