Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
,,Takes Reservations,No,Pinones En Orlando,https://www.yelp.com/adredir?ad_business_id=GAE73k8sKR9Tm_7CfVKf0Q&campaign_id=Fi2WwesBBQp_ncre5bqm1A&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpinones-en-orlando-orlando-3&request_id=d95cf1901a9c7a8c&signature=a2d3187f3def4f8ea569eacb0bd4b5a1bb6500fb854270937dc53ffb1c6f2cad&slot=0,Marlow’s Tavern,https://www.yelp.com/biz/marlows-tavern-orlando-6?page_src=related_bizes
,,Delivery,No,Diginos New York Pizzeria,https://www.yelp.com/adredir?ad_business_id=xclnL3Y9WsNh5KaFimxT-w&campaign_id=xq2liDiMwVi24q4v79leRg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdiginos-new-york-pizzeria-orlando&request_id=d95cf1901a9c7a8c&signature=d9cc56cb0e455c1d5ab3af4bca5dd59919b859d09b66acb165c188e4edd21bee&slot=1,Rock & Brews - Orlando,https://www.yelp.com/biz/rock-and-brews-orlando-orlando?page_src=related_bizes
,,Take-out,Yes,,,Cheddar’s Scratch Kitchen,https://www.yelp.com/biz/cheddars-scratch-kitchen-orlando-4?page_src=related_bizes
,,Accepts Credit Cards,Yes,,,,
,,Accepts Apple Pay,No,,,,
,,Good For,"Lunch, Dessert",,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,"Casual, Touristy",,,,
,,Noise Level,Loud,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Drive-Thru,No,,,,
