Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,Yes,Phantom Ales,https://www.yelp.com/adredir?ad_business_id=N7Cos0Y2w_i1tzDma66fNQ&campaign_id=vL_YlGLMPweLuPcNH8awEA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fphantom-ales-anaheim&request_id=130e41f453083369&signature=f36141fded8b38ecd42a80dac4a290601b4c4cfb1df74d09546637b520c1dc7c&slot=0,Islands Restaurant,https://www.yelp.com/biz/islands-restaurant-chino?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,McKinley’s Grille,https://www.yelp.com/adredir?ad_business_id=dQr_IuPq0ZFWyCXEKywZhg&campaign_id=be8xN4fkUigDtAojekFzqA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmckinleys-grille-pomona&request_id=130e41f453083369&signature=836a1c3ba69830e8177fc6651b3333ea8a0d3b1c553fb571b7f8d4ef8d9de2d6&slot=1,Wood Ranch BBQ & Grill,https://www.yelp.com/biz/wood-ranch-bbq-and-grill-chino-hills-2?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,The Habit Burger Grill,https://www.yelp.com/biz/the-habit-burger-grill-chino-hills-2?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 11:00 pm,Accepts Android Pay,No,,,,
Sun,11:00 am - 10:00 pm,Good For,"Lunch, Dinner, Dessert",,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
