Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,,,Burgerhaus,https://www.yelp.com/biz/burgerhaus-valparaiso?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,,,Stacks Bar & Grill,https://www.yelp.com/biz/stacks-bar-and-grill-valparaiso?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Industrial Revolution Eatery & Grille,https://www.yelp.com/biz/industrial-revolution-eatery-and-grille-valparaiso?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Good For,"Brunch, Lunch",,,,
Sat,11:00 am - 11:00 pm,Parking,Private Lot,,,,
Sun,11:00 am - 10:00 pm,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
