Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,Rockhound Brewing Company,https://www.yelp.com/adredir?ad_business_id=tsDdetbc4qtzgAPtcLH87A&campaign_id=j7rOQsndm7feaXTcYb0OzQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Frockhound-brewing-company-madison&request_id=670e3f5f710b0496&signature=65c770e75da56e35772a1c541c673e356cc849b074d0b494d5a44ff94c617c96&slot=0,Doolittles Woodfire Grill,https://www.yelp.com/biz/doolittles-woodfire-grill-madison?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Glass Nickel Pizza,https://www.yelp.com/adredir?ad_business_id=CqCWN9aBJf8YNJxyel7psg&campaign_id=cJFriKTZUEVN2oAIYA8F0A&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fglass-nickel-pizza-madison&request_id=670e3f5f710b0496&signature=0e94d7ca0d06ce826d26ee24e0ed78c2af142ef50c9a58e699f4d64f4c4e8aa7&slot=1,Texas Roadhouse,https://www.yelp.com/biz/texas-roadhouse-madison?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Uno Pizzeria & Grill,https://www.yelp.com/biz/uno-pizzeria-and-grill-madison-2?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 11:00 pm,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 10:00 pm,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
