Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,Fresh Mediterranean Cafe,https://www.yelp.com/adredir?ad_business_id=pcC9IzA4XVY17AJRuAhaLg&campaign_id=icu8zJklZTJaKDxvM_5vAQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ffresh-mediterranean-cafe-palmdale&request_id=09e36f601fa842e7&signature=5e5854a951dd630e3b9c87c9171bd877860d53c7eaff7842a51f141f31d6b266&slot=0,The Habit Burger Grill,https://www.yelp.com/biz/the-habit-burger-grill-palmdale?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Gino’s Italian Restaurant - Palmdale,https://www.yelp.com/adredir?ad_business_id=6hfo5yJZhZY4h1XBJbJStA&campaign_id=p6XvsfjNZeNqHUWMXhne8w&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fginos-italian-restaurant-palmdale-palmdale-2&request_id=09e36f601fa842e7&signature=f54492239db819efd519bc49b215991d79e904711bdda4bbed9df2f3a7017662&slot=1,Claim Jumper,https://www.yelp.com/biz/claim-jumper-palmdale?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Applebee’s Neighborhood Grill & Bar,https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-palmdale-3?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,Yes,,,,
Sat,11:00 am - 10:00 pm,Accepts Android Pay,No,,,,
Sun,11:00 am - 9:00 pm,Good For,"Lunch, Dinner",,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Drive-Thru,No,,,,
,,Caters,No,,,,
