Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,Tarrant’s West,https://www.yelp.com/adredir?ad_business_id=L7QnDETKPEhcLcqZiucHXg&campaign_id=3FNJ1_Mex5p3xXlllyy1Pw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftarrants-west-richmond&request_id=de9d94774bdc23bc&signature=1242677e3f4f4b0a46b0144427d6f6d9dbb7045e4a22cdd744f50ba4cd0eff43&slot=0,Four Brothers Bistro & Grill,https://www.yelp.com/biz/four-brothers-bistro-and-grill-glen-allen?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Deep Run Roadhouse,https://www.yelp.com/adredir?ad_business_id=Uh5uhXfwVg_qKOJRWccEdw&campaign_id=VhK4D5kpfh7S7hJIO7U_AQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdeep-run-roadhouse-richmond&request_id=de9d94774bdc23bc&signature=dff67713b4032a90f515d44ce8133d36e7e1ddef97fd129528b68e5adff6c174&slot=1,Chili’s,https://www.yelp.com/biz/chilis-glen-allen?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Buffalo Wild Wings,https://www.yelp.com/biz/buffalo-wild-wings-glen-allen?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 11:00 pm,Accepts Android Pay,Yes,,,,
Sun,11:00 am - 10:00 pm,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
