Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,Yes,Kefi Greek Kouzina,https://www.yelp.com/adredir?ad_business_id=s3ywr_Bt32pg1kSDIHD7Rw&campaign_id=BY757JxbfnMn6PwlYH4Y3A&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkefi-greek-kouzina-coquitlam&request_id=32923effe7cf0985&signature=99cbec089242cac37aef47293ba8546227cee39265e91d316354200718ac518b&slot=0,Burger Heaven,https://www.yelp.com/biz/burger-heaven-new-westminster?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Boy With a Knife Grill,https://www.yelp.com/adredir?ad_business_id=5jNjTRq42-YAJZohtQ96pw&campaign_id=oNE2JLADH37jaStWUUMHXA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fboy-with-a-knife-grill-richmond&request_id=32923effe7cf0985&signature=838bc095545a37c86b3388efb5554150bcb2152eb84d7dd039464e2826fc92b0&slot=1,50’s Burgers,https://www.yelp.com/biz/50s-burgers-burnaby-3?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Fatburger,https://www.yelp.com/biz/fatburger-burnaby?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Apple Pay,No,,,,
Fri,11:00 am - 11:00 pm,Accepted Cards,"Credit, Debit",,,,
Sat,11:00 am - 11:00 pm,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 10:00 pm,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Drive-Thru,No,,,,
,,Caters,No,,,,
