Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,Wok Wok,https://www.yelp.com/adredir?ad_business_id=U0n2ymSiaHX5awewH13hYA&campaign_id=8reR0-dSG7ENq6Gp6LQKtw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fwok-wok-tulsa&request_id=87cdb826233c35a7&signature=178c9aec618ae00749ed4f2d4927c3207ddf9cd562cad5c0d1bf51f6be1e12f6&slot=0,Lone Star Steakhouse,https://www.yelp.com/biz/lone-star-steakhouse-owasso-2?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Neives’ Mexican Grill,https://www.yelp.com/adredir?ad_business_id=f9S3hcUvRNvmVns6u3VaXQ&campaign_id=7mc6o5kQgdx4SnzS6lCVqw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fneives-mexican-grill-tulsa&request_id=87cdb826233c35a7&signature=2ba9491b9ec1c9431fd558984dd351a1d506e18468b4622a13f8b9edcb289d83&slot=1,Ron’s Hamburgers & Chili,https://www.yelp.com/biz/rons-hamburgers-and-chili-owasso?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Nannie’s Cafe,https://www.yelp.com/biz/nannies-cafe-sperry?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 11:00 pm,Bike Parking,Yes,,,,
Sun,11:00 am - 10:00 pm,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
