Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,Nancy’s Pizza,https://www.yelp.com/adredir?ad_business_id=soaV_n2WQWLi5Bx7ZEQMlQ&campaign_id=RK0fUIkSAjDmnSX9UdzIOw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fnancys-pizza-o-fallon&request_id=cd0b89893e5873af&signature=7a55ff65742c0f9ceb680df9e8ffc153c5f532c666d7dc0c1e87cf4c2e696744&slot=0,Daddy Ray Burgers,https://www.yelp.com/biz/daddy-ray-burgers-dardenne-prairie?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Village Cafe,https://www.yelp.com/adredir?ad_business_id=qoSIcvLCPbbFj1N0FyFGpQ&campaign_id=bvJ8e4m4gkN5TjwthMkt4A&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvillage-cafe-lake-saint-louis&request_id=cd0b89893e5873af&signature=829269c26d4d0cef3bc0401b17ecb935be5fded97417872264cc266a2fcbdb4b&slot=1,Town Square Pub N Grub,https://www.yelp.com/biz/town-square-pub-n-grub-dardenne-prairie?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,The Brass Rail,https://www.yelp.com/biz/the-brass-rail-o-fallon-4?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 11:00 pm,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 10:00 pm,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
