name,good,da,bad,da2
food,456,NOUN,131.0,NOUN
good,386,NOUN,32.0,NOUN
cheesecake,352,NOUN,43.0,NOUN
Cheesecake,309,NOUN,54.0,NOUN
time,305,NOUN,88.0,NOUN
service,280,NOUN,81.0,NOUN
Factory,241,NOUN,41.0,NOUN
wait,231,NOUN,55.0,NOUN
get,197,NOUN,0.0,0
menu,194,NOUN,8.0,NOUN
go,185,NOUN,36.0,NOUN
one,182,NOUN,67.0,NOUN
place,176,NOUN,34.0,NOUN
chicken,172,NOUN,30.0,NOUN
location,146,NOUN,38.0,NOUN
server,146,NOUN,42.0,NOUN
restaurant,134,NOUN,37.0,NOUN
order,132,NOUN,78.0,NOUN
back,131,NOUN,60.0,NOUN
up,129,NOUN,0.0,0
what,122,NOUN,32.0,NOUN
pasta,119,NOUN,37.0,NOUN
experience,112,NOUN,37.0,NOUN
bread,109,NOUN,37.0,NOUN
minutes,108,NOUN,82.0,NOUN
love,104,NOUN,13.0,NOUN
little,102,NOUN,0.0,0
cheese,102,NOUN,14.0,NOUN
meal,95,NOUN,23.0,NOUN
lunch,93,NOUN,15.0,NOUN
table,89,NOUN,70.0,NOUN
well,88,NOUN,0.0,0
try,86,NOUN,0.0,0
dessert,86,NOUN,6.0,NOUN
dinner,85,NOUN,25.0,NOUN
favorite,82,NOUN,0.0,0
salad,81,NOUN,26.0,NOUN
times,79,NOUN,22.0,NOUN
right,77,NOUN,20.0,NOUN
drinks,74,NOUN,19.0,NOUN
everything,74,NOUN,6.0,NOUN
night,74,NOUN,23.0,NOUN
dish,73,NOUN,19.0,NOUN
staff,73,NOUN,15.0,NOUN
hour,72,NOUN,21.0,NOUN
sauce,71,NOUN,15.0,NOUN
waitress,68,NOUN,25.0,NOUN
cake,65,NOUN,7.0,NOUN
waiter,65,NOUN,24.0,NOUN
day,64,NOUN,3.0,NOUN
something,64,NOUN,19.0,NOUN
take,64,NOUN,0.0,0
off,63,NOUN,0.0,0
 I,62,NOUN,30.0,NOUN
 ,62,NOUN,15.0,NOUN
course,59,NOUN,5.0,NOUN
birthday,59,NOUN,11.0,NOUN
people,58,NOUN,18.0,NOUN
factory,57,NOUN,12.0,NOUN
bit,56,NOUN,8.0,NOUN
 The,55,NOUN,12.0,NOUN
who,54,NOUN,31.0,NOUN
Food,54,NOUN,5.0,NOUN
cheesecakes,53,NOUN,4.0,NOUN
make,53,NOUN,0.0,0
way,51,NOUN,21.0,NOUN
friend,51,NOUN,8.0,NOUN
burger,50,NOUN,12.0,NOUN
portion,50,NOUN,2.0,NOUN
bar,50,NOUN,11.0,NOUN
while,49,NOUN,18.0,NOUN
shrimp,49,NOUN,7.0,NOUN
side,48,NOUN,8.0,NOUN
area,48,NOUN,9.0,NOUN
think,48,NOUN,0.0,0
Service,48,NOUN,5.0,NOUN
stars,47,NOUN,6.0,NOUN
steak,46,NOUN,15.0,NOUN
waiting,45,NOUN,0.0,0
super,45,NOUN,0.0,0
chocolate,45,NOUN,1.0,NOUN
worth,44,NOUN,0.0,0
portions,44,NOUN,3.0,NOUN
parking,43,NOUN,0.0,0
visit,43,NOUN,9.0,NOUN
name,42,NOUN,7.0,NOUN
thing,42,NOUN,4.0,NOUN
family,41,NOUN,8.0,NOUN
being,41,NOUN,0.0,0
feel,41,NOUN,0.0,0
appetizers,41,NOUN,7.0,NOUN
manager,40,NOUN,68.0,NOUN
check,40,NOUN,20.0,NOUN
avocado,39,NOUN,4.0,NOUN
outside,39,NOUN,10.0,NOUN
slice,38,NOUN,7.0,NOUN
home,37,NOUN,12.0,NOUN
 We,37,NOUN,6.0,NOUN
servers,37,NOUN,4.0,NOUN
taste,36,NOUN,10.0,NOUN
appetizer,36,NOUN,19.0,NOUN
chain,36,NOUN,9.0,NOUN
enough,36,NOUN,0.0,0
flavor,36,NOUN,9.0,NOUN
party,35,NOUN,19.0,NOUN
