name,good,da,bad,da2
food,24,NOUN,16.0,NOUN
service,17,NOUN,24.0,NOUN
go,12,NOUN,0.0,0
chicken,11,NOUN,1.0,NOUN
time,9,NOUN,11.0,NOUN
table,8,NOUN,25.0,NOUN
server,7,NOUN,18.0,NOUN
meal,6,NOUN,11.0,NOUN
what,6,NOUN,8.0,NOUN
order,6,NOUN,7.0,NOUN
customer,6,NOUN,9.0,NOUN
wings,5,NOUN,0.0,0
dinner,5,NOUN,6.0,NOUN
bit,5,NOUN,3.0,NOUN
restaurant,5,NOUN,12.0,NOUN
hour,5,NOUN,5.0,NOUN
night,5,NOUN,8.0,NOUN
waiter,5,NOUN,4.0,NOUN
place,4,NOUN,5.0,NOUN
appetizers,4,NOUN,5.0,NOUN
drinks,4,NOUN,7.0,NOUN
tacos,4,NOUN,1.0,NOUN
daughter,4,NOUN,2.0,NOUN
day,4,NOUN,2.0,NOUN
waitress,4,NOUN,7.0,NOUN
one,4,NOUN,10.0,NOUN
crispy,4,NOUN,0.0,0
shrimp,4,NOUN,0.0,0
while,4,NOUN,3.0,NOUN
group,4,NOUN,0.0,0
price,3,NOUN,1.0,NOUN
deal,3,NOUN,1.0,NOUN
menu,3,NOUN,2.0,NOUN
mushrooms,3,NOUN,0.0,0
bar,3,NOUN,8.0,NOUN
middle,3,NOUN,0.0,0
host,3,NOUN,3.0,NOUN
down,3,NOUN,0.0,0
sauce,3,NOUN,2.0,NOUN
dessert,3,NOUN,3.0,NOUN
flavor,3,NOUN,0.0,0
experience,3,NOUN,4.0,NOUN
rush,3,NOUN,0.0,0
experiences,3,NOUN,0.0,0
problem,3,NOUN,1.0,NOUN
u,3,NOUN,0.0,0
hotel,3,NOUN,0.0,0
wonton,3,NOUN,0.0,0
wait,3,NOUN,4.0,NOUN
everything,3,NOUN,2.0,NOUN
veterans,2,NOUN,1.0,NOUN
hostess,2,NOUN,5.0,NOUN
Food,2,NOUN,0.0,0
tables,2,NOUN,2.0,NOUN
appetizer,2,NOUN,2.0,NOUN
cheese,2,NOUN,1.0,NOUN
plate,2,NOUN,1.0,NOUN
son,2,NOUN,1.0,NOUN
fires,2,NOUN,0.0,0
minutes,2,NOUN,6.0,NOUN
check,2,NOUN,6.0,NOUN
try,2,NOUN,0.0,0
portions,2,NOUN,0.0,0
orders,2,NOUN,0.0,0
point,2,NOUN,1.0,NOUN
drink,2,NOUN,5.0,NOUN
taste,2,NOUN,1.0,NOUN
meals,2,NOUN,0.0,0
sizes,2,NOUN,0.0,0
half,2,NOUN,2.0,NOUN
portion,2,NOUN,0.0,0
Everything,2,NOUN,0.0,0
salad,2,NOUN,0.0,0
potatoes,2,NOUN,3.0,NOUN
quality,2,NOUN,0.0,0
strawberry,2,NOUN,1.0,NOUN
way,2,NOUN,3.0,NOUN
Service,2,NOUN,1.0,NOUN
bland,2,NOUN,0.0,0
quesadilla,2,NOUN,0.0,0
couple,2,NOUN,0.0,0
picture,2,NOUN,0.0,0
people,2,NOUN,3.0,NOUN
staff,2,NOUN,3.0,NOUN
steak,2,NOUN,2.0,NOUN
location,2,NOUN,3.0,NOUN
today,2,NOUN,2.0,NOUN
berries,1,NOUN,0.0,0
servers,1,NOUN,1.0,NOUN
quarter,1,NOUN,0.0,0
end,1,NOUN,2.0,NOUN
cedar,1,NOUN,0.0,0
lemon,1,NOUN,0.0,0
