name,good,da,bad,da2
food,240,NOUN,87.0,NOUN
good,200,NOUN,31.0,NOUN
time,190,NOUN,63.0,NOUN
cheesecake,188,NOUN,47.0,NOUN
Cheesecake,178,NOUN,44.0,NOUN
service,152,NOUN,46.0,NOUN
wait,149,NOUN,48.0,NOUN
Factory,143,NOUN,0.0,0
get,124,NOUN,0.0,0
place,117,NOUN,19.0,NOUN
menu,112,NOUN,10.0,NOUN
one,111,NOUN,42.0,NOUN
go,109,NOUN,27.0,NOUN
chicken,97,NOUN,25.0,NOUN
location,91,NOUN,28.0,NOUN
server,85,NOUN,21.0,NOUN
restaurant,82,NOUN,25.0,NOUN
up,76,NOUN,0.0,0
experience,72,NOUN,19.0,NOUN
back,70,NOUN,41.0,NOUN
order,68,NOUN,53.0,NOUN
meal,67,NOUN,36.0,NOUN
minutes,66,NOUN,55.0,NOUN
what,64,NOUN,30.0,NOUN
pasta,63,NOUN,18.0,NOUN
hour,63,NOUN,12.0,NOUN
bread,61,NOUN,15.0,NOUN
love,60,NOUN,4.0,NOUN
little,58,NOUN,0.0,0
day,53,NOUN,2.0,NOUN
well,53,NOUN,0.0,0
sauce,51,NOUN,12.0,NOUN
salad,50,NOUN,29.0,NOUN
right,48,NOUN,0.0,0
favorite,48,NOUN,0.0,0
dessert,47,NOUN,16.0,NOUN
try,47,NOUN,0.0,0
cheese,46,NOUN,13.0,NOUN
dinner,46,NOUN,20.0,NOUN
night,45,NOUN,12.0,NOUN
 I,45,NOUN,25.0,NOUN
dish,45,NOUN,3.0,NOUN
drinks,44,NOUN,12.0,NOUN
something,43,NOUN,6.0,NOUN
staff,43,NOUN,6.0,NOUN
table,43,NOUN,29.0,NOUN
birthday,41,NOUN,17.0,NOUN
times,41,NOUN,12.0,NOUN
lunch,41,NOUN,6.0,NOUN
waiter,40,NOUN,20.0,NOUN
everything,35,NOUN,4.0,NOUN
who,34,NOUN,14.0,NOUN
make,34,NOUN,0.0,0
visit,33,NOUN,9.0,NOUN
course,33,NOUN,2.0,NOUN
waitress,32,NOUN,18.0,NOUN
factory,32,NOUN,8.0,NOUN
waiting,32,NOUN,0.0,0
side,32,NOUN,9.0,NOUN
while,31,NOUN,13.0,NOUN
off,31,NOUN,0.0,0
bar,30,NOUN,11.0,NOUN
burger,30,NOUN,5.0,NOUN
worth,30,NOUN,7.0,NOUN
cheesecakes,30,NOUN,2.0,NOUN
shrimp,29,NOUN,6.0,NOUN
stars,29,NOUN,9.0,NOUN
cake,29,NOUN,4.0,NOUN
way,29,NOUN,13.0,NOUN
appetizers,29,NOUN,10.0,NOUN
restaurants,28,NOUN,7.0,NOUN
outside,28,NOUN,5.0,NOUN
party,28,NOUN,18.0,NOUN
 ,28,NOUN,7.0,NOUN
bit,28,NOUN,10.0,NOUN
portions,27,NOUN,1.0,NOUN
Service,27,NOUN,1.0,NOUN
opening,26,NOUN,1.0,NOUN
Food,26,NOUN,2.0,NOUN
appetizer,26,NOUN,7.0,NOUN
steak,26,NOUN,12.0,NOUN
manager,26,NOUN,36.0,NOUN
half,26,NOUN,12.0,NOUN
name,25,NOUN,4.0,NOUN
feel,25,NOUN,0.0,0
people,25,NOUN,11.0,NOUN
area,25,NOUN,5.0,NOUN
parking,24,NOUN,1.0,NOUN
 We,24,NOUN,0.0,0
family,24,NOUN,3.0,NOUN
check,23,NOUN,12.0,NOUN
portion,23,NOUN,3.0,NOUN
taste,23,NOUN,7.0,NOUN
years,23,NOUN,6.0,NOUN
inside,23,NOUN,4.0,NOUN
chocolate,22,NOUN,1.0,NOUN
chain,22,NOUN,5.0,NOUN
everyone,21,NOUN,5.0,NOUN
tables,21,NOUN,7.0,NOUN
slice,21,NOUN,4.0,NOUN
mall,21,NOUN,2.0,NOUN
lot,21,NOUN,2.0,NOUN
butter,20,NOUN,2.0,NOUN
dishes,20,NOUN,4.0,NOUN
seating,20,NOUN,0.0,0
wrong,20,NOUN,6.0,NOUN
plate,20,NOUN,10.0,NOUN
kind,19,NOUN,4.0,NOUN
rolls,19,NOUN,1.0,NOUN
thing,19,NOUN,4.0,NOUN
friends,19,NOUN,7.0,NOUN
left,19,NOUN,0.0,0
line,19,NOUN,7.0,NOUN
home,19,NOUN,8.0,NOUN
fan,19,NOUN,0.0,0
things,19,NOUN,5.0,NOUN
dining,18,NOUN,4.0,NOUN
customer,18,NOUN,6.0,NOUN
eating,17,NOUN,0.0,0
cream,17,NOUN,5.0,NOUN
drink,17,NOUN,5.0,NOUN
top,17,NOUN,9.0,NOUN
wife,17,NOUN,1.0,NOUN
size,17,NOUN,2.0,NOUN
husband,16,NOUN,5.0,NOUN
someone,16,NOUN,6.0,NOUN
tasty,16,NOUN,0.0,0
point,16,NOUN,8.0,NOUN
today,16,NOUN,6.0,NOUN
walking,16,NOUN,0.0,0
locations,16,NOUN,7.0,NOUN
end,16,NOUN,5.0,NOUN
choices,16,NOUN,0.0,0
sitting,16,NOUN,0.0,0
 It,16,NOUN,2.0,NOUN
work,16,NOUN,3.0,NOUN
options,16,NOUN,1.0,NOUN
friend,16,NOUN,5.0,NOUN
avocado,16,NOUN,4.0,NOUN
booth,15,NOUN,4.0,NOUN
hours,15,NOUN,9.0,NOUN
sat,15,NOUN,0.0,0
entrees,15,NOUN,2.0,NOUN
group,15,NOUN,3.0,NOUN
spot,14,NOUN,3.0,NOUN
part,14,NOUN,3.0,NOUN
servers,14,NOUN,3.0,NOUN
mins,14,NOUN,10.0,NOUN
egg,14,NOUN,0.0,0
dressing,14,NOUN,4.0,NOUN
job,14,NOUN,0.0,0
salmon,14,NOUN,1.0,NOUN
n,13,NOUN,0.0,0
fish,13,NOUN,3.0,NOUN
couple,13,NOUN,3.0,NOUN
flavor,13,NOUN,2.0,NOUN
lol,13,NOUN,0.0,0
pizza,13,NOUN,4.0,NOUN
bacon,13,NOUN,3.0,NOUN
review,13,NOUN,6.0,NOUN
choice,12,NOUN,3.0,NOUN
quality,12,NOUN,10.0,NOUN
bill,12,NOUN,10.0,NOUN
look,12,NOUN,8.0,NOUN
week,12,NOUN,4.0,NOUN
minute,12,NOUN,4.0,NOUN
front,12,NOUN,8.0,NOUN
need,12,NOUN,7.0,NOUN
ordering,12,NOUN,6.0,NOUN
rest,11,NOUN,2.0,NOUN
entree,11,NOUN,3.0,NOUN
room,11,NOUN,5.0,NOUN
care,11,NOUN,0.0,0
nothing,11,NOUN,6.0,NOUN
fries,11,NOUN,7.0,NOUN
boyfriend,11,NOUN,2.0,NOUN
amount,11,NOUN,5.0,NOUN
hope,11,NOUN,0.0,0
min,11,NOUN,11.0,NOUN
items,11,NOUN,7.0,NOUN
spicy,11,NOUN,0.0,0
must,11,NOUN,0.0,0
selection,11,NOUN,0.0,0
whole,11,NOUN,0.0,0
reservations,11,NOUN,5.0,NOUN
lettuce,11,NOUN,9.0,NOUN
hit,11,NOUN,0.0,0
light,10,NOUN,0.0,0
potatoes,10,NOUN,4.0,NOUN
orders,10,NOUN,12.0,NOUN
hostess,10,NOUN,7.0,NOUN
mom,10,NOUN,0.0,0
atmosphere,10,NOUN,0.0,0
water,10,NOUN,9.0,NOUN
celebration,10,NOUN,3.0,NOUN
places,10,NOUN,0.0,0
ok,10,NOUN,0.0,0
pieces,10,NOUN,2.0,NOUN
date,10,NOUN,1.0,NOUN
Shrimp,10,NOUN,1.0,NOUN
tacos,10,NOUN,0.0,0
problem,10,NOUN,4.0,NOUN
person,10,NOUN,6.0,NOUN
evening,10,NOUN,4.0,NOUN
flavors,10,NOUN,0.0,0
issue,9,NOUN,1.0,NOUN
cause,9,NOUN,4.0,NOUN
walk,9,NOUN,0.0,0
pick,9,NOUN,0.0,0
raspberry,9,NOUN,0.0,0
tonight,9,NOUN,2.0,NOUN
Love,9,NOUN,0.0,0
reason,9,NOUN,3.0,NOUN
prices,9,NOUN,2.0,NOUN
wraps,9,NOUN,1.0,NOUN
kitchen,9,NOUN,5.0,NOUN
rice,9,NOUN,2.0,NOUN
return,9,NOUN,0.0,0
plates,9,NOUN,3.0,NOUN
What,9,NOUN,1.0,NOUN
tender,8,NOUN,0.0,0
cakes,8,NOUN,2.0,NOUN
section,8,NOUN,0.0,0
working,8,NOUN,0.0,0
variety,8,NOUN,1.0,NOUN
grand,8,NOUN,0.0,0
bang,8,NOUN,0.0,0
dad,8,NOUN,0.0,0
smile,8,NOUN,0.0,0
bite,8,NOUN,3.0,NOUN
balls,8,NOUN,0.0,0
 She,8,NOUN,4.0,NOUN
dip,8,NOUN,0.0,0
crispy,8,NOUN,0.0,0
leftovers,8,NOUN,1.0,NOUN
complaints,8,NOUN,0.0,0
pie,8,NOUN,2.0,NOUN
ahi,8,NOUN,0.0,0
lemon,8,NOUN,2.0,NOUN
lots,8,NOUN,0.0,0
nachos,8,NOUN,1.0,NOUN
host,8,NOUN,1.0,NOUN
desserts,8,NOUN,3.0,NOUN
salty,8,NOUN,0.0,0
workers,7,NOUN,2.0,NOUN
star,7,NOUN,3.0,NOUN
weekends,7,NOUN,0.0,0
space,7,NOUN,3.0,NOUN
mind,7,NOUN,0.0,0
calamari,7,NOUN,0.0,0
Came,7,NOUN,3.0,NOUN
favorites,7,NOUN,0.0,0
bites,7,NOUN,4.0,NOUN
days,7,NOUN,1.0,NOUN
mushrooms,7,NOUN,1.0,NOUN
weekend,7,NOUN,1.0,NOUN
wish,7,NOUN,0.0,0
reviews,7,NOUN,2.0,NOUN
sandwich,7,NOUN,3.0,NOUN
artichoke,7,NOUN,0.0,0
change,7,NOUN,2.0,NOUN
past,7,NOUN,5.0,NOUN
fact,7,NOUN,5.0,NOUN
calories,7,NOUN,0.0,0
money,7,NOUN,5.0,NOUN
ambiance,7,NOUN,0.0,0
start,7,NOUN,3.0,NOUN
pumpkin,7,NOUN,2.0,NOUN
face,7,NOUN,1.0,NOUN
ranch,7,NOUN,2.0,NOUN
anything,7,NOUN,8.0,NOUN
glass,7,NOUN,1.0,NOUN
honey,7,NOUN,0.0,0
help,7,NOUN,2.0,NOUN
call,7,NOUN,6.0,NOUN
delish,7,NOUN,0.0,0
daughter,7,NOUN,3.0,NOUN
bomb,7,NOUN,0.0,0
share,7,NOUN,0.0,0
garlic,7,NOUN,1.0,NOUN
ambience,7,NOUN,0.0,0
salads,7,NOUN,3.0,NOUN
meals,7,NOUN,7.0,NOUN
island,7,NOUN,1.0,NOUN
Everyone,6,NOUN,2.0,NOUN
decor,6,NOUN,0.0,0
life,6,NOUN,3.0,NOUN
tastes,6,NOUN,0.0,0
girl,6,NOUN,3.0,NOUN
dough,6,NOUN,0.0,0
strawberry,6,NOUN,1.0,NOUN
case,6,NOUN,3.0,NOUN
beans,6,NOUN,1.0,NOUN
buffalo,6,NOUN,2.0,NOUN
son,6,NOUN,2.0,NOUN
wine,6,NOUN,0.0,0
event,6,NOUN,0.0,0
kids,6,NOUN,6.0,NOUN
others,6,NOUN,2.0,NOUN
mouth,6,NOUN,0.0,0
scampi,6,NOUN,2.0,NOUN
tamale,6,NOUN,0.0,0
considering,6,NOUN,0.0,0
list,6,NOUN,1.0,NOUN
lady,6,NOUN,0.0,0
cookie,6,NOUN,1.0,NOUN
guest,6,NOUN,1.0,NOUN
price,6,NOUN,5.0,NOUN
cold,6,NOUN,0.0,0
ones,6,NOUN,1.0,NOUN
brand,6,NOUN,1.0,NOUN
parmesan,5,NOUN,3.0,NOUN
tuna,5,NOUN,0.0,0
occasion,5,NOUN,1.0,NOUN
desert,5,NOUN,1.0,NOUN
alright,5,NOUN,0.0,0
bean,5,NOUN,0.0,0
carbonara,5,NOUN,1.0,NOUN
serving,5,NOUN,0.0,0
seat,5,NOUN,0.0,0
finish,5,NOUN,0.0,0
entrance,5,NOUN,0.0,0
standard,5,NOUN,2.0,NOUN
hands,5,NOUN,1.0,NOUN
Manager,5,NOUN,3.0,NOUN
par,5,NOUN,1.0,NOUN
rush,5,NOUN,0.0,0
corn,5,NOUN,5.0,NOUN
sort,5,NOUN,0.0,0
craving,5,NOUN,0.0,0
Birthday,5,NOUN,0.0,0
medium,5,NOUN,2.0,NOUN
basil,5,NOUN,0.0,0
hand,5,NOUN,1.0,NOUN
guys,5,NOUN,0.0,0
meat,5,NOUN,1.0,NOUN
shopping,5,NOUN,0.0,0
refills,5,NOUN,2.0,NOUN
year,5,NOUN,1.0,NOUN
meatloaf,5,NOUN,1.0,NOUN
mine,5,NOUN,0.0,0
crab,5,NOUN,0.0,0
mistakes,5,NOUN,0.0,0
waiters,5,NOUN,0.0,0
patio,5,NOUN,3.0,NOUN
 Our,5,NOUN,0.0,0
plenty,5,NOUN,0.0,0
stuff,5,NOUN,1.0,NOUN
wheat,5,NOUN,0.0,0
bathrooms,5,NOUN,0.0,0
town,5,NOUN,1.0,NOUN
piece,5,NOUN,6.0,NOUN
mushroom,5,NOUN,1.0,NOUN
awhile,5,NOUN,2.0,NOUN
roll,5,NOUN,2.0,NOUN
