name,bad,da,good,da2
in,799,NOUN,4309.0,NOUN
had,521,NOUN,0.0,0
food,434,NOUN,3378.0,NOUN
no,342,NOUN,503.0,NOUN
did,319,NOUN,0.0,0
pizza,317,NOUN,3685.0,NOUN
service,316,NOUN,2979.0,NOUN
order,314,NOUN,983.0,NOUN
time,302,NOUN,1967.0,NOUN
CPK,295,NOUN,2873.0,NOUN
up,277,NOUN,1023.0,NOUN
back,275,NOUN,1279.0,NOUN
manager,242,NOUN,897.0,NOUN
minutes,242,NOUN,360.0,NOUN
one,239,NOUN,1367.0,NOUN
server,215,NOUN,1488.0,NOUN
what,215,NOUN,763.0,NOUN
place,212,NOUN,1673.0,NOUN
restaurant,204,NOUN,1121.0,NOUN
table,193,NOUN,655.0,NOUN
go,181,NOUN,1178.0,NOUN
salad,165,NOUN,1395.0,NOUN
location,150,NOUN,1155.0,NOUN
who,142,NOUN,547.0,NOUN
 I,136,NOUN,841.0,NOUN
experience,133,NOUN,1054.0,NOUN
 ,133,NOUN,719.0,NOUN
people,129,NOUN,488.0,NOUN
know,123,NOUN,517.0,NOUN
take,116,NOUN,464.0,NOUN
good,108,NOUN,2763.0,NOUN
waitress,107,NOUN,487.0,NOUN
worst,107,NOUN,0.0,0
check,105,NOUN,214.0,NOUN
customer,97,NOUN,508.0,NOUN
off,97,NOUN,393.0,NOUN
down,96,NOUN,301.0,NOUN
wrong,95,NOUN,157.0,NOUN
wait,94,NOUN,779.0,NOUN
way,93,NOUN,398.0,NOUN
right,91,NOUN,601.0,NOUN
times,87,NOUN,447.0,NOUN
cheese,86,NOUN,526.0,NOUN
waiting,85,NOUN,157.0,NOUN
left,78,NOUN,178.0,NOUN
chicken,76,NOUN,1291.0,NOUN
$,75,NOUN,419.0,NOUN
drinks,74,NOUN,561.0,NOUN
something,72,NOUN,391.0,NOUN
tell,72,NOUN,0.0,0
bread,71,NOUN,600.0,NOUN
drink,71,NOUN,336.0,NOUN
waiter,69,NOUN,489.0,NOUN
while,69,NOUN,376.0,NOUN
being,69,NOUN,409.0,NOUN
staff,68,NOUN,887.0,NOUN
someone,68,NOUN,87.0,NOUN
sauce,67,NOUN,412.0,NOUN
water,67,NOUN,131.0,NOUN
dinner,66,NOUN,622.0,NOUN
pasta,66,NOUN,556.0,NOUN
anything,66,NOUN,208.0,NOUN
customers,65,NOUN,178.0,NOUN
meal,64,NOUN,599.0,NOUN
else,62,NOUN,0.0,0
menu,62,NOUN,1047.0,NOUN
 The,61,NOUN,678.0,NOUN
tables,60,NOUN,158.0,NOUN
Pizza,59,NOUN,929.0,NOUN
point,59,NOUN,151.0,NOUN
night,58,NOUN,526.0,NOUN
taste,56,NOUN,250.0,NOUN
