name,good,da,bad,da2
I,4412,NOUN,0.0,0
in,1359,NOUN,1462.0,NOUN
's,1272,NOUN,0.0,0
food,1206,NOUN,1075.0,NOUN
had,1154,NOUN,0.0,0
have,1003,NOUN,0.0,0
were,988,NOUN,1220.0,NOUN
service,976,NOUN,698.0,NOUN
good,944,NOUN,172.0,NOUN
time,653,NOUN,532.0,NOUN
out,584,NOUN,0.0,0
place,572,NOUN,513.0,NOUN
server,502,NOUN,338.0,NOUN
back,476,NOUN,583.0,NOUN
one,471,NOUN,507.0,NOUN
go,436,NOUN,409.0,NOUN
bar,419,NOUN,293.0,NOUN
drinks,410,NOUN,317.0,NOUN
get,391,NOUN,629.0,NOUN
up,355,NOUN,533.0,NOUN
love,347,NOUN,32.0,NOUN
experience,342,NOUN,272.0,NOUN
staff,322,NOUN,149.0,NOUN
Fridays,318,NOUN,181.0,NOUN
restaurant,315,NOUN,375.0,NOUN
by,308,NOUN,0.0,0
night,303,NOUN,172.0,NOUN
location,297,NOUN,210.0,NOUN
TGI,288,NOUN,155.0,NOUN
well,288,NOUN,125.0,NOUN
what,282,NOUN,364.0,NOUN
drink,281,NOUN,263.0,NOUN
hour,268,NOUN,162.0,NOUN
can,260,NOUN,196.0,NOUN
waitress,254,NOUN,416.0,NOUN
order,254,NOUN,518.0,NOUN
chicken,254,NOUN,217.0,NOUN
menu,221,NOUN,153.0,NOUN
appetizers,221,NOUN,140.0,NOUN
meal,214,NOUN,197.0,NOUN
TGIF,198,NOUN,59.0,NOUN
table,198,NOUN,526.0,NOUN
coming,198,NOUN,104.0,NOUN
manager,192,NOUN,561.0,NOUN
eat,192,NOUN,244.0,NOUN
make,185,NOUN,140.0,NOUN
after,182,NOUN,0.0,0
recommend,176,NOUN,0.0,0
day,174,NOUN,90.0,NOUN
steak,173,NOUN,101.0,NOUN
off,172,NOUN,306.0,NOUN
right,172,NOUN,171.0,NOUN
waiter,172,NOUN,247.0,NOUN
area,172,NOUN,99.0,NOUN
favorite,170,NOUN,13.0,NOUN
wait,169,NOUN,283.0,NOUN
