name,good,da,bad,da2
I,18148,NOUN,0.0,0
was,15178,NOUN,0.0,0
to,14965,NOUN,0.0,0
's,6448,NOUN,0.0,0
great,5736,NOUN,0.0,0
in,5592,NOUN,1450.0,NOUN
food,4823,NOUN,1324.0,NOUN
good,4026,NOUN,253.0,NOUN
were,3933,NOUN,0.0,0
service,3894,NOUN,881.0,NOUN
so,3605,NOUN,0.0,0
BJ,2961,NOUN,398.0,NOUN
place,2770,NOUN,387.0,NOUN
time,2664,NOUN,697.0,NOUN
their,2640,NOUN,0.0,0
pizza,2274,NOUN,358.0,NOUN
out,2247,NOUN,961.0,NOUN
one,2037,NOUN,586.0,NOUN
beer,1992,NOUN,156.0,NOUN
server,1959,NOUN,568.0,NOUN
back,1815,NOUN,701.0,NOUN
get,1801,NOUN,731.0,NOUN
love,1788,NOUN,31.0,NOUN
go,1725,NOUN,421.0,NOUN
will,1615,NOUN,408.0,NOUN
menu,1599,NOUN,129.0,NOUN
restaurant,1467,NOUN,420.0,NOUN
up,1401,NOUN,605.0,NOUN
can,1338,NOUN,211.0,NOUN
nice,1320,NOUN,0.0,0
experience,1316,NOUN,331.0,NOUN
well,1282,NOUN,141.0,NOUN
awesome,1236,NOUN,0.0,0
chicken,1209,NOUN,149.0,NOUN
by,1180,NOUN,0.0,0
night,1159,NOUN,177.0,NOUN
drinks,1138,NOUN,299.0,NOUN
bar,1116,NOUN,123.0,NOUN
wait,1103,NOUN,337.0,NOUN
favorite,1042,NOUN,20.0,NOUN
dinner,1010,NOUN,152.0,NOUN
salad,994,NOUN,218.0,NOUN
order,979,NOUN,673.0,NOUN
what,967,NOUN,444.0,NOUN
staff,927,NOUN,152.0,NOUN
try,887,NOUN,102.0,NOUN
location,881,NOUN,228.0,NOUN
lunch,880,NOUN,100.0,NOUN
recommend,870,NOUN,0.0,0
excellent,856,NOUN,0.0,0
dish,839,NOUN,94.0,NOUN
times,828,NOUN,179.0,NOUN
table,803,NOUN,624.0,NOUN
make,793,NOUN,0.0,0
right,773,NOUN,233.0,NOUN
meal,771,NOUN,198.0,NOUN
off,759,NOUN,297.0,NOUN
BJs,758,NOUN,130.0,NOUN
beers,756,NOUN,30.0,NOUN
family,748,NOUN,94.0,NOUN
waitress,743,NOUN,357.0,NOUN
$,720,NOUN,151.0,NOUN
waiter,710,NOUN,301.0,NOUN
eat,706,NOUN,0.0,0
everything,696,NOUN,96.0,NOUN
manager,684,NOUN,660.0,NOUN
super,676,NOUN,0.0,0
dessert,671,NOUN,70.0,NOUN
hour,661,NOUN,189.0,NOUN
atmosphere,657,NOUN,14.0,NOUN
little,652,NOUN,96.0,NOUN
pizookie,644,NOUN,67.0,NOUN
know,642,NOUN,0.0,0
drink,639,NOUN,204.0,NOUN
friends,633,NOUN,63.0,NOUN
say,624,NOUN,0.0,0
people,621,NOUN,202.0,NOUN
over,616,NOUN,406.0,NOUN
burger,606,NOUN,148.0,NOUN
before,597,NOUN,0.0,0
coming,596,NOUN,121.0,NOUN
who,595,NOUN,279.0,NOUN
no,595,NOUN,862.0,NOUN
perfect,589,NOUN,0.0,0
cream,580,NOUN,55.0,NOUN
top,575,NOUN,57.0,NOUN
area,571,NOUN,54.0,NOUN
around,570,NOUN,165.0,NOUN
something,562,NOUN,169.0,NOUN
visit,546,NOUN,65.0,NOUN
deep,544,NOUN,0.0,0
way,527,NOUN,193.0,NOUN
selection,525,NOUN,10.0,NOUN
big,522,NOUN,0.0,0
am,516,NOUN,142.0,NOUN
husband,507,NOUN,95.0,NOUN
name,499,NOUN,103.0,NOUN
take,495,NOUN,294.0,NOUN
customer,473,NOUN,180.0,NOUN
appetizer,468,NOUN,128.0,NOUN
friend,468,NOUN,95.0,NOUN
day,466,NOUN,107.0,NOUN
party,465,NOUN,97.0,NOUN
being,460,NOUN,191.0,NOUN
sauce,454,NOUN,126.0,NOUN
appetizers,452,NOUN,96.0,NOUN
care,452,NOUN,127.0,NOUN
servers,450,NOUN,95.0,NOUN
while,444,NOUN,168.0,NOUN
ice,443,NOUN,63.0,NOUN
ask,443,NOUN,0.0,0
Food,439,NOUN,37.0,NOUN
birthday,433,NOUN,97.0,NOUN
Service,426,NOUN,38.0,NOUN
down,421,NOUN,244.0,NOUN
everyone,416,NOUN,70.0,NOUN
minutes,415,NOUN,669.0,NOUN
cheese,413,NOUN,113.0,NOUN
fries,409,NOUN,96.0,NOUN
feel,399,NOUN,0.0,0
lot,394,NOUN,47.0,NOUN
thing,393,NOUN,103.0,NOUN
chocolate,379,NOUN,19.0,NOUN
kind,376,NOUN,51.0,NOUN
half,374,NOUN,131.0,NOUN
A,366,NOUN,88.0,NOUN
enjoy,362,NOUN,22.0,NOUN
special,361,NOUN,19.0,NOUN
job,360,NOUN,55.0,NOUN
soup,359,NOUN,78.0,NOUN
pizzas,359,NOUN,31.0,NOUN
cookie,357,NOUN,11.0,NOUN
tasty,355,NOUN,0.0,0
Thanks,354,NOUN,11.0,NOUN
quick,352,NOUN,0.0,0
restaurants,350,NOUN,49.0,NOUN
avocado,346,NOUN,21.0,NOUN
things,345,NOUN,87.0,NOUN
review,341,NOUN,82.0,NOUN
kids,341,NOUN,76.0,NOUN
