name,good,da,bad,da2
service,24,NOUN,27.0,NOUN
food,22,NOUN,35.0,NOUN
one,15,NOUN,13.0,NOUN
location,14,NOUN,6.0,NOUN
experience,13,NOUN,5.0,NOUN
order,12,NOUN,11.0,NOUN
back,11,NOUN,17.0,NOUN
chips,11,NOUN,3.0,NOUN
server,11,NOUN,8.0,NOUN
chicken,11,NOUN,8.0,NOUN
what,10,NOUN,5.0,NOUN
Food,9,NOUN,2.0,NOUN
restaurant,9,NOUN,12.0,NOUN
drinks,9,NOUN,14.0,NOUN
salsa,8,NOUN,2.0,NOUN
wife,8,NOUN,8.0,NOUN
go,8,NOUN,0.0,0
visit,7,NOUN,4.0,NOUN
stars,7,NOUN,2.0,NOUN
salad,7,NOUN,5.0,NOUN
waiter,7,NOUN,7.0,NOUN
bar,7,NOUN,17.0,NOUN
burger,7,NOUN,4.0,NOUN
chilis,7,NOUN,6.0,NOUN
dinner,7,NOUN,3.0,NOUN
love,6,NOUN,0.0,0
lunch,6,NOUN,1.0,NOUN
meal,6,NOUN,2.0,NOUN
time,6,NOUN,23.0,NOUN
servers,6,NOUN,1.0,NOUN
staff,6,NOUN,10.0,NOUN
night,6,NOUN,4.0,NOUN
today,6,NOUN,1.0,NOUN
people,6,NOUN,3.0,NOUN
try,6,NOUN,3.0,NOUN
menu,6,NOUN,0.0,0
place,5,NOUN,15.0,NOUN
Service,5,NOUN,2.0,NOUN
atmosphere,5,NOUN,0.0,0
i,5,NOUN,0.0,0
steak,5,NOUN,1.0,NOUN
times,5,NOUN,2.0,NOUN
ribs,5,NOUN,3.0,NOUN
table,5,NOUN,22.0,NOUN
margaritas,4,NOUN,1.0,NOUN
thing,4,NOUN,3.0,NOUN
chili,4,NOUN,0.0,0
review,4,NOUN,2.0,NOUN
reviews,4,NOUN,0.0,0
guacamole,4,NOUN,0.0,0
dining,4,NOUN,2.0,NOUN
half,4,NOUN,5.0,NOUN
flavor,4,NOUN,2.0,NOUN
appetizer,4,NOUN,3.0,NOUN
name,4,NOUN,3.0,NOUN
manager,4,NOUN,16.0,NOUN
waitress,4,NOUN,9.0,NOUN
care,4,NOUN,3.0,NOUN
sauce,4,NOUN,0.0,0
past,4,NOUN,0.0,0
cake,3,NOUN,0.0,0
rice,3,NOUN,4.0,NOUN
star,3,NOUN,2.0,NOUN
dish,3,NOUN,0.0,0
husband,3,NOUN,1.0,NOUN
need,3,NOUN,0.0,0
needs,3,NOUN,0.0,0
lot,3,NOUN,1.0,NOUN
filling,3,NOUN,0.0,0
home,3,NOUN,2.0,NOUN
Thanks,3,NOUN,0.0,0
deal,3,NOUN,0.0,0
water,3,NOUN,1.0,NOUN
burgers,3,NOUN,1.0,NOUN
family,3,NOUN,2.0,NOUN
napkins,3,NOUN,1.0,NOUN
minutes,3,NOUN,25.0,NOUN
attitude,3,NOUN,0.0,0
options,3,NOUN,1.0,NOUN
cob,3,NOUN,0.0,0
beans,3,NOUN,0.0,0
hit,3,NOUN,0.0,0
potatoes,3,NOUN,3.0,NOUN
work,3,NOUN,0.0,0
rib,3,NOUN,0.0,0
items,3,NOUN,0.0,0
restaurants,3,NOUN,0.0,0
corn,3,NOUN,0.0,0
quesadilla,3,NOUN,0.0,0
drink,3,NOUN,7.0,NOUN
issues,3,NOUN,0.0,0
smoke,3,NOUN,2.0,NOUN
mashed,2,NOUN,0.0,0
entrees,2,NOUN,4.0,NOUN
difference,2,NOUN,1.0,NOUN
use,2,NOUN,0.0,0
complaint,2,NOUN,0.0,0
sliders,2,NOUN,0.0,0
reason,2,NOUN,0.0,0
anything,2,NOUN,2.0,NOUN
skillet,2,NOUN,0.0,0
meals,2,NOUN,0.0,0
spoon,2,NOUN,0.0,0
hotel,2,NOUN,0.0,0
Good,2,NOUN,0.0,0
Drinks,2,NOUN,0.0,0
chain,2,NOUN,0.0,0
sides,2,NOUN,0.0,0
margarita,2,NOUN,0.0,0
gallo,2,NOUN,0.0,0
homefries,2,NOUN,0.0,0
works,2,NOUN,0.0,0
broccoli,2,NOUN,2.0,NOUN
watermelon,2,NOUN,0.0,0
area,2,NOUN,10.0,NOUN
move,2,NOUN,0.0,0
experiences,2,NOUN,0.0,0
mouth,2,NOUN,1.0,NOUN
nothing,2,NOUN,2.0,NOUN
sausage,2,NOUN,0.0,0
fries,2,NOUN,2.0,NOUN
bacon,2,NOUN,0.0,0
queso,2,NOUN,0.0,0
app,2,NOUN,3.0,NOUN
eye,2,NOUN,1.0,NOUN
bit,2,NOUN,0.0,0
mayo,2,NOUN,0.0,0
carry,2,NOUN,0.0,0
daughter,2,NOUN,2.0,NOUN
job,2,NOUN,1.0,NOUN
