name,bad,da,good,da2
a,1816,NOUN,0.0,0
in,817,NOUN,955.0,NOUN
food,702,NOUN,881.0,NOUN
out,434,NOUN,0.0,0
service,379,NOUN,710.0,NOUN
no,339,NOUN,0.0,0
manager,325,NOUN,201.0,NOUN
back,320,NOUN,324.0,NOUN
minutes,311,NOUN,63.0,NOUN
one,306,NOUN,273.0,NOUN
time,304,NOUN,446.0,NOUN
up,299,NOUN,232.0,NOUN
order,292,NOUN,172.0,NOUN
table,280,NOUN,143.0,NOUN
place,239,NOUN,352.0,NOUN
waitress,239,NOUN,185.0,NOUN
go,234,NOUN,298.0,NOUN
server,219,NOUN,359.0,NOUN
will,193,NOUN,287.0,NOUN
their,189,NOUN,0.0,0
what,187,NOUN,174.0,NOUN
restaurant,178,NOUN,220.0,NOUN
drink,168,NOUN,121.0,NOUN
drinks,164,NOUN,265.0,NOUN
who,133,NOUN,118.0,NOUN
take,131,NOUN,70.0,NOUN
down,128,NOUN,0.0,0
wait,127,NOUN,141.0,NOUN
people,126,NOUN,93.0,NOUN
experience,124,NOUN,286.0,NOUN
know,121,NOUN,0.0,0
wrong,121,NOUN,0.0,0
waiter,116,NOUN,121.0,NOUN
waiting,112,NOUN,26.0,NOUN
left,112,NOUN,46.0,NOUN
meal,108,NOUN,162.0,NOUN
steak,103,NOUN,123.0,NOUN
dirty,103,NOUN,0.0,0
good,102,NOUN,684.0,NOUN
bill,101,NOUN,26.0,NOUN
way,99,NOUN,90.0,NOUN
cold,99,NOUN,31.0,NOUN
bar,98,NOUN,201.0,NOUN
check,95,NOUN,58.0,NOUN
appetizer,94,NOUN,85.0,NOUN
location,94,NOUN,212.0,NOUN
chicken,93,NOUN,207.0,NOUN
right,92,NOUN,136.0,NOUN
salad,90,NOUN,86.0,NOUN
make,90,NOUN,0.0,0
burger,89,NOUN,93.0,NOUN
something,86,NOUN,61.0,NOUN
being,86,NOUN,93.0,NOUN
menu,85,NOUN,184.0,NOUN
customer,84,NOUN,101.0,NOUN
times,84,NOUN,96.0,NOUN
cheese,83,NOUN,104.0,NOUN
dinner,80,NOUN,123.0,NOUN
staff,79,NOUN,250.0,NOUN
well,78,NOUN,213.0,NOUN
water,78,NOUN,11.0,NOUN
tables,78,NOUN,54.0,NOUN
night,77,NOUN,212.0,NOUN
fries,75,NOUN,76.0,NOUN
bartender,74,NOUN,110.0,NOUN
eating,73,NOUN,28.0,NOUN
half,73,NOUN,67.0,NOUN
Applebees,71,NOUN,166.0,NOUN
hour,71,NOUN,146.0,NOUN
husband,71,NOUN,87.0,NOUN
while,70,NOUN,77.0,NOUN
thing,69,NOUN,43.0,NOUN
leave,68,NOUN,0.0,0
point,66,NOUN,48.0,NOUN
customers,65,NOUN,47.0,NOUN
anything,64,NOUN,56.0,NOUN
sauce,64,NOUN,61.0,NOUN
appetizers,63,NOUN,123.0,NOUN
am,63,NOUN,91.0,NOUN
kitchen,63,NOUN,29.0,NOUN
orders,61,NOUN,37.0,NOUN
try,57,NOUN,80.0,NOUN
money,56,NOUN,20.0,NOUN
side,55,NOUN,53.0,NOUN
nothing,54,NOUN,20.0,NOUN
mins,54,NOUN,19.0,NOUN
plate,53,NOUN,33.0,NOUN
tip,53,NOUN,32.0,NOUN
top,52,NOUN,69.0,NOUN
care,52,NOUN,97.0,NOUN
management,51,NOUN,35.0,NOUN
family,51,NOUN,125.0,NOUN
beer,50,NOUN,52.0,NOUN
day,49,NOUN,91.0,NOUN
work,49,NOUN,81.0,NOUN
servers,48,NOUN,71.0,NOUN
A,47,NOUN,0.0,0
silverware,47,NOUN,0.0,0
meals,46,NOUN,48.0,NOUN
problem,46,NOUN,18.0,NOUN
everything,46,NOUN,131.0,NOUN
plates,46,NOUN,16.0,NOUN
visit,46,NOUN,108.0,NOUN
thought,44,NOUN,34.0,NOUN
person,44,NOUN,27.0,NOUN
lunch,43,NOUN,141.0,NOUN
looking,43,NOUN,0.0,0
someone,43,NOUN,24.0,NOUN
boyfriend,42,NOUN,29.0,NOUN
saying,42,NOUN,0.0,0
look,42,NOUN,26.0,NOUN
restaurants,41,NOUN,51.0,NOUN
wings,41,NOUN,95.0,NOUN
change,40,NOUN,18.0,NOUN
host,40,NOUN,26.0,NOUN
kids,40,NOUN,63.0,NOUN
years,39,NOUN,64.0,NOUN
stars,39,NOUN,77.0,NOUN
wife,38,NOUN,72.0,NOUN
attitude,37,NOUN,27.0,NOUN
guy,37,NOUN,32.0,NOUN
everyone,36,NOUN,60.0,NOUN
start,36,NOUN,24.0,NOUN
area,36,NOUN,82.0,NOUN
home,35,NOUN,45.0,NOUN
end,35,NOUN,32.0,NOUN
feel,35,NOUN,91.0,NOUN
job,35,NOUN,73.0,NOUN
glass,35,NOUN,9.0,NOUN
dining,35,NOUN,60.0,NOUN
things,35,NOUN,44.0,NOUN
review,35,NOUN,64.0,NOUN
minute,34,NOUN,17.0,NOUN
hostess,34,NOUN,50.0,NOUN
quality,33,NOUN,38.0,NOUN
fine,33,NOUN,0.0,0
entire,33,NOUN,0.0,0
min,33,NOUN,11.0,NOUN
soup,33,NOUN,34.0,NOUN
door,33,NOUN,49.0,NOUN
ice,33,NOUN,32.0,NOUN
taste,33,NOUN,38.0,NOUN
establishment,32,NOUN,11.0,NOUN
chain,32,NOUN,73.0,NOUN
employees,32,NOUN,24.0,NOUN
sick,32,NOUN,0.0,0
life,32,NOUN,18.0,NOUN
friend,32,NOUN,51.0,NOUN
potatoes,31,NOUN,43.0,NOUN
business,31,NOUN,25.0,NOUN
reviews,31,NOUN,41.0,NOUN
past,31,NOUN,32.0,NOUN
tea,31,NOUN,18.0,NOUN
call,30,NOUN,19.0,NOUN
