name,bad,da,good,da2
food,38,NOUN,160.0,NOUN
service,27,NOUN,123.0,NOUN
time,24,NOUN,88.0,NOUN
order,20,NOUN,58.0,NOUN
one,19,NOUN,51.0,NOUN
BJ,19,NOUN,70.0,NOUN
minutes,18,NOUN,28.0,NOUN
restaurant,17,NOUN,45.0,NOUN
what,16,NOUN,33.0,NOUN
place,13,NOUN,60.0,NOUN
manager,13,NOUN,18.0,NOUN
dish,13,NOUN,26.0,NOUN
table,13,NOUN,32.0,NOUN
server,13,NOUN,63.0,NOUN
salad,11,NOUN,42.0,NOUN
waitress,11,NOUN,27.0,NOUN
take,10,NOUN,0.0,0
pizza,10,NOUN,50.0,NOUN
night,9,NOUN,26.0,NOUN
lunch,9,NOUN,26.0,NOUN
onions,9,NOUN,3.0,NOUN
husband,9,NOUN,8.0,NOUN
dinner,8,NOUN,28.0,NOUN
bar,8,NOUN,28.0,NOUN
burger,8,NOUN,20.0,NOUN
side,8,NOUN,11.0,NOUN
who,7,NOUN,15.0,NOUN
BJs,7,NOUN,17.0,NOUN
thing,7,NOUN,10.0,NOUN
way,7,NOUN,22.0,NOUN
beer,7,NOUN,41.0,NOUN
care,7,NOUN,4.0,NOUN
steak,7,NOUN,7.0,NOUN
staff,7,NOUN,13.0,NOUN
sauce,7,NOUN,17.0,NOUN
visit,7,NOUN,22.0,NOUN
customer,7,NOUN,12.0,NOUN
wings,7,NOUN,17.0,NOUN
cheese,6,NOUN,10.0,NOUN
meal,6,NOUN,19.0,NOUN
What,6,NOUN,5.0,NOUN
hour,6,NOUN,13.0,NOUN
chicken,6,NOUN,36.0,NOUN
home,6,NOUN,13.0,NOUN
people,6,NOUN,6.0,NOUN
wrong,6,NOUN,9.0,NOUN
pazooki,6,NOUN,2.0,NOUN
tonight,6,NOUN,4.0,NOUN
times,5,NOUN,24.0,NOUN
well,5,NOUN,29.0,NOUN
waiter,5,NOUN,17.0,NOUN
something,5,NOUN,23.0,NOUN
kids,5,NOUN,9.0,NOUN
piece,5,NOUN,1.0,NOUN
look,5,NOUN,0.0,0
family,5,NOUN,17.0,NOUN
sat,5,NOUN,0.0,0
dough,5,NOUN,0.0,0
incident,4,NOUN,0.0,0
love,4,NOUN,32.0,NOUN
Service,4,NOUN,18.0,NOUN
front,4,NOUN,4.0,NOUN
location,4,NOUN,27.0,NOUN
right,4,NOUN,0.0,0
medium,4,NOUN,2.0,NOUN
menu,4,NOUN,39.0,NOUN
end,4,NOUN,8.0,NOUN
use,4,NOUN,0.0,0
years,4,NOUN,5.0,NOUN
soup,4,NOUN,20.0,NOUN
everyone,4,NOUN,5.0,NOUN
kitchen,4,NOUN,8.0,NOUN
ladies,4,NOUN,2.0,NOUN
half,4,NOUN,16.0,NOUN
pizookie,4,NOUN,29.0,NOUN
experience,4,NOUN,30.0,NOUN
boy,3,NOUN,4.0,NOUN
star,3,NOUN,7.0,NOUN
chili,3,NOUN,1.0,NOUN
checks,3,NOUN,0.0,0
money,3,NOUN,4.0,NOUN
guest,3,NOUN,4.0,NOUN
taste,3,NOUN,9.0,NOUN
being,3,NOUN,19.0,NOUN
Food,3,NOUN,17.0,NOUN
queso,3,NOUN,0.0,0
