name,bad,da,good,da2
to,8975,NOUN,24642.0,NOUN
was,5869,NOUN,0.0,0
in,2538,NOUN,8943.0,NOUN
food,1796,NOUN,6683.0,NOUN
so,1407,NOUN,0.0,0
be,1324,NOUN,0.0,0
out,1208,NOUN,3059.0,NOUN
service,1132,NOUN,4853.0,NOUN
minutes,1085,NOUN,970.0,NOUN
manager,1054,NOUN,590.0,NOUN
table,1041,NOUN,1541.0,NOUN
back,1039,NOUN,2111.0,NOUN
get,972,NOUN,3005.0,NOUN
up,940,NOUN,2014.0,NOUN
order,939,NOUN,1878.0,NOUN
time,926,NOUN,4412.0,NOUN
one,869,NOUN,3179.0,NOUN
'',813,NOUN,1247.0,NOUN
Cheesecake,712,NOUN,5418.0,NOUN
go,679,NOUN,3293.0,NOUN
what,670,NOUN,1800.0,NOUN
wait,650,NOUN,3189.0,NOUN
server,649,NOUN,2380.0,NOUN
will,636,NOUN,2271.0,NOUN
place,633,NOUN,3576.0,NOUN
over,624,NOUN,0.0,0
Factory,616,NOUN,4152.0,NOUN
took,604,NOUN,951.0,NOUN
restaurant,578,NOUN,2425.0,NOUN
experience,560,NOUN,1931.0,NOUN
waiter,525,NOUN,1172.0,NOUN
waitress,495,NOUN,1076.0,NOUN
 I,481,NOUN,1645.0,NOUN
location,463,NOUN,1786.0,NOUN
come,451,NOUN,0.0,0
cheesecake,447,NOUN,5706.0,NOUN
who,446,NOUN,934.0,NOUN
know,432,NOUN,1165.0,NOUN
waiting,425,NOUN,508.0,NOUN
off,420,NOUN,906.0,NOUN
take,418,NOUN,1112.0,NOUN
people,389,NOUN,1115.0,NOUN
eat,389,NOUN,1495.0,NOUN
hour,387,NOUN,852.0,NOUN
meal,376,NOUN,1431.0,NOUN
ask,367,NOUN,589.0,NOUN
can,359,NOUN,2516.0,NOUN
drinks,357,NOUN,1158.0,NOUN
bread,357,NOUN,1728.0,NOUN
rude,345,NOUN,0.0,0
down,344,NOUN,810.0,NOUN
check,342,NOUN,351.0,NOUN
left,341,NOUN,426.0,NOUN
chicken,341,NOUN,2861.0,NOUN
want,335,NOUN,880.0,NOUN
 ,333,NOUN,1597.0,NOUN
good,331,NOUN,5605.0,NOUN
customer,327,NOUN,630.0,NOUN
wrong,316,NOUN,436.0,NOUN
make,309,NOUN,1144.0,NOUN
salad,299,NOUN,1240.0,NOUN
night,296,NOUN,1557.0,NOUN
