name,good,da,bad,da2
I,13172,NOUN,0.0,0
!,12260,NOUN,0.0,0
to,11595,NOUN,0.0,0
in,4309,NOUN,799.0,NOUN
my,4139,NOUN,0.0,0
pizza,3685,NOUN,317.0,NOUN
food,3378,NOUN,434.0,NOUN
service,2979,NOUN,316.0,NOUN
CPK,2873,NOUN,295.0,NOUN
good,2763,NOUN,108.0,NOUN
's,2737,NOUN,0.0,0
time,1967,NOUN,302.0,NOUN
their,1868,NOUN,0.0,0
out,1727,NOUN,0.0,0
place,1673,NOUN,212.0,NOUN
server,1488,NOUN,215.0,NOUN
love,1459,NOUN,32.0,NOUN
salad,1395,NOUN,165.0,NOUN
one,1367,NOUN,239.0,NOUN
chicken,1291,NOUN,76.0,NOUN
back,1279,NOUN,275.0,NOUN
get,1237,NOUN,0.0,0
nice,1217,NOUN,0.0,0
go,1178,NOUN,181.0,NOUN
location,1155,NOUN,150.0,NOUN
restaurant,1121,NOUN,204.0,NOUN
experience,1054,NOUN,133.0,NOUN
menu,1047,NOUN,62.0,NOUN
up,1023,NOUN,277.0,NOUN
got,996,NOUN,0.0,0
order,983,NOUN,314.0,NOUN
can,940,NOUN,0.0,0
Pizza,929,NOUN,59.0,NOUN
manager,897,NOUN,242.0,NOUN
staff,887,NOUN,68.0,NOUN
well,846,NOUN,0.0,0
 I,841,NOUN,136.0,NOUN
favorite,840,NOUN,14.0,NOUN
wait,779,NOUN,94.0,NOUN
what,763,NOUN,215.0,NOUN
lunch,759,NOUN,47.0,NOUN
 ,719,NOUN,133.0,NOUN
 The,678,NOUN,61.0,NOUN
table,655,NOUN,193.0,NOUN
eat,642,NOUN,0.0,0
make,633,NOUN,0.0,0
dinner,622,NOUN,66.0,NOUN
pizzas,615,NOUN,50.0,NOUN
recommend,614,NOUN,0.0,0
right,601,NOUN,91.0,NOUN
try,600,NOUN,41.0,NOUN
bread,600,NOUN,71.0,NOUN
meal,599,NOUN,64.0,NOUN
excellent,597,NOUN,0.0,0
super,586,NOUN,0.0,0
drinks,561,NOUN,74.0,NOUN
pasta,556,NOUN,66.0,NOUN
