Username,location,friend_count,review_count,photo_count,rating,date,review,Url
Zoe Y.,"New Cumberland, PA",0,3,,5.0,2/7/2016,Had a great night out here.I enjoyed my meal as did my coworkers .The bartender was the best part of the night .She was fun and gave us great service..we will be back and will be asking for Rikki.This will be our new favorite place .,https://www.yelp.com/biz/tgi-fridays-mechanicsburg-2?start=20
Megan W.,"New Cumberland, PA",0,1,,3.0,6/11/2014,Food = excellent Drink prices = INSANE I've never paid more than $8.50 for sangria ever in my life. They charge $11.50 here. There may be 3 kinds of alcohol but there are also 5-6 nonalcoholic ingredients.  And the size of the drink is not measurable to any drink you'd pay $11.50 for.,https://www.yelp.com/biz/tgi-fridays-mechanicsburg-2?start=20
Lauren K.,"Carlisle, PA",2,20,8,5.0,10/5/2014,"We ate there today at 2pm (restaurant downtime) and had a party of 20 with 12 adults and 8 children. All of the adults had the unlimited appetizers, and Laura was a phenomenal waitress! Every single drink was filled multiple times, we all ate tons of appetizers, and overall had an awesome experience. The general manager Russel introduced himself before the entire party arrived and was genuinely warm and personable. He even helped deliver some of our food! Great job to the kitchen keeping up with all of us...we made an incredible memory today! Brava!!!!",https://www.yelp.com/biz/tgi-fridays-mechanicsburg-2?start=20
Kay F.,"Harrisburg, PA",4,33,,5.0,12/16/2014,"WE love this TGI FRIDAYS  (we live in North Harrisburg & the Union Deposit one is disgusting! & Never honored our Stripes!)  We sit at the bar & they have the same  ""GREAT""  bartenders with fantastic service! Our food is always good & never rushed ...& ALWAYS receive our free chips & salsa!  Lots of TV's  to watch for sports. To:  John G. regarding price of Wine~~  you are in PA!!!  These people PAY A LOT FOR THE ""PA"" LIQUOR/WINE  license!!!!  Go to Florida & get the same thing for $3.00.",https://www.yelp.com/biz/tgi-fridays-mechanicsburg-2?start=20
Kimberly S.,"Dover, PA",65,12,,1.0,8/2/2015,"After sitting down our server came over fairly quickly to get our drink order, but that was about the only thing she got right. We sat without drinks for almost 15 minutes. Meanwhile our margarita's were finished and sitting at the bar. The manager stopped to make sure we'd been taken care of, I replied that we had but had been waiting a long time for our drinks. He said he thought they were ready, but he would go check. Instead of bringing them to us, he had our server do it which took even more time. After she came over with the drinks I tried to order an appetizer and she walked away from the table mid order!!! I had to flag her down to place the order. While ordering our food it became apparent she had little to no menu knowledge even though she said she'd worked there for a year. My friend requested a sauce used in another menu item and the girl said they didn't have it, but they really do. When the food arrived my friends salad was missing avocado. When asked for it the server replied that salad doesn't come with avocado but I can get it for you at an extra charge. The menu clearly stated the salad had avocado. At this point our table was not cleared of empty plates and glasses causing us to feel cramped, so we stacked them and put them to the edge of the table. They still sat there every time she walked past. Her attitude was horrible and it was obvious she didn't care we weren't happy. Not a good experience at all! Only positive of this visit was  the bartenders participating in bar champs. Ricky (sp?) noticed my drink wasn't properly made and even though I told her it was fine, fixed it because that's what you're supposed to do! The guest should be the top priority, and within reason do whatever it takes to make them happy.",https://www.yelp.com/biz/tgi-fridays-mechanicsburg-2?start=20
PitBull D.,"Hedgesville, WV",58,476,262,4.0,6/19/2011,"Haven't been to TGIF for about a year because we moved and there are none nearby our new residence. Since my last visit, they have introduced a ""new"" menu. What this means is that they dropped losers and added a few new entrees. They also increased menu prices across-the-board ~20%. That was a bit of a surprize to me. The Cobb Salad was excellent in freshness and presentation. It was so nice I wish I had my camera to take a picture for posting. The bacon was strips, not bacon crumbles. Real avocado slices, etc.  Wife had the three-way sampler, with Buffalo WIngs, fried green beans, and fried mozzarella sticks. The first two were as expected. The fried mozzarella sticks were good, but clearly frozen and fried...probably from a central warehouse, for consistency with size and breading. Unremarkable.  Overall, I prefer local establishments (mom and pops) but we were traveling through and didn't want to go hunting. This was convenient to the highway exit and so I do chains on occasion and order what I have learned are the better menu choices.",https://www.yelp.com/biz/tgi-fridays-mechanicsburg-2?start=20
Amy G.,"Hampden, PA",122,387,25,4.0,10/21/2008,"I usually find chain restaurants to be less than thrilling.  I'm actually thrilled with this TGI Friday's.  I can't believe I just said that. Granted, it's still pretty new, but the ambiance is sleek yet comfortable and interesting.  The service has always been amazing.  Shocking for one of these middle-tier chain restaurants that usually is a little lack lustre. Yes, the server paging electronic thing-a-ma-jig is pretty cool.  However, we rarely use it because the service is good. The drinks are overprices for what you get - but that seems to be the case just about everywhere these days. The food is good, the portions are fair (not grossly oversized), and the prices are reasonable for this class of restaurant.  Some of the food is great, some is good, some is ""meh"", and I once had a Southwest Mac & Cheese pasta dish that was overheated and dried out. Ugh.  I will never order it again. The Parmaesan-Crusted Sicilian Quesadillas appetizer is my favorite item on the menu.  It is soooo good we all end up using our fingers to get every last little bit of the balsamic glaze.    The Peruvian Roasted Chicken gets two thumbs up.  Nice and tasty with a decent kick.  The kids adore the nice, large portion of mac and cheese.  I even like it and I'm not a huge mac and cheese person. We like that the kids eat free on Monday, Tuesday, and Wednesday.  Woo hoo!",https://www.yelp.com/biz/tgi-fridays-mechanicsburg-2?start=20
Michelle R.,"Nazareth, PA",9,245,148,4.0,4/15/2013,"I know I previously said I didn't feel the need to come to one again but I did....and eh, it was ok. There wasn't much to go wrong since I chose an appetizer for lunch and a soda. The server was very nice and attentive, I'd try this particular TGI's again.",https://www.yelp.com/biz/tgi-fridays-mechanicsburg-2?start=20
Jeff H.,"Mechanicsburg, PA",20,4,,5.0,12/9/2012,"One of our favorite places to dine in the bar. The food is good, staff courteous and attentive, and the place provides a relaxing atmosphere.",https://www.yelp.com/biz/tgi-fridays-mechanicsburg-2?start=20
Andi M.,"York, PA",2,65,1,2.0,6/27/2011,Steak was like shoe leather and I even made the comment twice that it was really bouncy. Music is way too loud for the small amount of people here on a Monday night. Server was very nice and came back often. Miller lite draft only $1.50 on Mondays which is awesome. Decent desserts. Terrible music.,https://www.yelp.com/biz/tgi-fridays-mechanicsburg-2?start=20
