,Username,location,friend_count,review_count,photo_count,rating,date,review,Url,roll25,roll100,roll250,special_25,Final_Rating
19,Lynn S.,"New Buffalo, MI",0,24,,3.0,2012-09-26,"I'm not sure if the management has changed, but this place is starting to do a 360! Service used to be HORRIABLE and food was just as bad. I stopped going for a few years and recently returned because i didn't feel like going to the Valpo Chili's that night. To my suprise, service was great and so was the food! I hope it keeps this up!",https://www.yelp.com/biz/chilis-michigan-city,,,,,
0,Tom V.,"La Porte, IN",3,215,202.0,4.0,2013-05-11,"""My wife the coupon Queen had a coupon to buy one entrée and get one free. She had a classic turkey sandwich on Texas toast. She says it was very good. I had a burger with Swiss cheese and it was very good. The cheese was melted as it should be. We both had fries and they were crispy and golden as fries should be. We asked for a sample of the salsa and chips since we never had them here. They provided a full serving. The salsa was too sweat and had no fire, none at all. When I mentioned that to the waitress we were not charged for it. We were surprised that we would give them 4 stars but this trip they earned it.",https://www.yelp.com/biz/chilis-michigan-city,,,,,
13,Jennifer L.,"Buffalo Grove, IL",113,564,985.0,3.0,2013-07-10,"No different than any other Chili's, really... The bathroom needed some updating. Food was decent and the waitress we had was GREAT (but didn't get her name).",https://www.yelp.com/biz/chilis-michigan-city,,,,,
18,Theodora H.,"La Porte, IN",0,52,,2.0,2014-04-16,The workers were nice. My beer was a touch warm and watered down tasting but it did the job. Our appetizer was sinfully greasy (but I decided to treat myself) and my steak was quite good. The only problem is my stomach started hurting after we left last night and it still hurts today (could have been the greasy appetizer. I don't eat that type of food very often). Is this what food poisoning feels like?,https://www.yelp.com/biz/chilis-michigan-city,,,,,
14,Dennis S.,"Three Oaks, MI",0,2,,1.0,2014-08-26,"It's been a few decades since I ate at a Chili's, and now I remember why.  I was very disappointed with my visit.  The food wasn't anything to write home about, unless you were going to give your ex one of Chili's gift cards as payback for years of bad cooking.  My meal was a pain for my senses.  The presentation was mediocre, and the taste was best described as bland and boring.  I think I felt my taste buds dozing off a few times.  The service was terrible as well -- truly abysmal bordering on nonexistent.  The waitress never came by to ask if I needed anything or to refill my beverage.  It's going to be a long time, if ever, before I return to this franchise.  :(",https://www.yelp.com/biz/chilis-michigan-city,,,,,
15,Dave W.,"Michigan City, IN",642,29,4.0,2.0,2014-12-16,"why even bother having a ""to go"" door if I am going to have to walk-thru the whole place and then wait at the bar for 5 minutes to get my luke warm ribs. #fail",https://www.yelp.com/biz/chilis-michigan-city,,,,,
17,Frank R.,"Michigan City, IN",10,3,,4.0,2014-12-22,"I have a good experience every time I go here.  The place is clean and well kept.  The wait staff is courteous and friendly.  Food is what I would expect.  It's not over the top great,  but it is good.  I've never had a bad meal here.  I go here about once a month.  Order something you know you will like and you won't be disappointed.  Also,  good coupons from email club.",https://www.yelp.com/biz/chilis-michigan-city,,,,,
10,Brock K.,"Michigan City, IN",0,4,2.0,5.0,2015-02-03,"Wonderful service from waiter laurel at lunch, Always positive and happy and always on top of every request. Drink and food lunch specials are what to do! Always quick as well!",https://www.yelp.com/biz/chilis-michigan-city,,,,,
11,Ruba S.,"Oak Lawn, IL",0,9,3.0,1.0,2015-03-03,I had a horrible experience at this chilis. I normally love chilis but the food they served me wasn't even on the menu! The salad was left over salad and even had the butts of the romaine lettuce and pickled jalapeño! On top of that the waitress was extra my rude! I was too disgusted to eat anything that was served to me! I advise u to never go to this chilis save ur money!,https://www.yelp.com/biz/chilis-michigan-city,,,,,
3,Doug G.,"Atlanta, GA",184,250,144.0,2.0,2015-03-13,"It's a Chilis, so the food is what you expect...tasty, hot and delivered fairly quickly.  Service on the other hand was lacking. I waited upwards of 15 minutes for any interaction with my server at two different points in my meal. And the kicker was, there were only 4 tables sat in the entire place. You could actively hear the bartender and waitress arguing about clean glasses, which was...well, awkward. They seemed to focus on that more than their patrons.  Easily my worst experience, service wise, I've ever had at a Chilis.",https://www.yelp.com/biz/chilis-michigan-city,,,,,
