,Username,location,friend_count,review_count,photo_count,rating,date,review,Url,roll25,roll100,roll250,special_25,Final_Rating
15,Chris C.,"Brentwood, TN",11,122,8.0,1.0,2012-05-16,"Disgusting and the service was poor. I ate at the bar. Literally if you closed your eyes and you has the sensation you are in a strip club - or how your imagine one to be like.  The thumping base of the music was bone rattling. The smell was moldy and warmed over ""Cosmo Mix"".  The place was packed and it was under staffed so I'll give the servers a bit of a pass. Yet, my order (after 20 min) was lost and the guy shrugged and said its simply lost...... So I ordered again - a hamburger this time (less chance to screw it up) and it was greasy and very salty. By this time I would eat a Sysco hamburger and I'm pretty sure that is what it was.  While Fridays is not an epicurean utopia but I do expect decent service and edible food. Well, I didn't.",https://www.yelp.com/biz/tgi-fridays-memphis-4?start=20,1.6360000000000001,1.6360000000000001,1.6360000000000001,1.6360000000000001,1.6360000000000001
8,Andy S.,"Memphis, TN",247,554,23.0,3.0,2013-05-18,"We recently took a group of students here for our club dinners.  I normally try to support more local restaurants.  However, I had a fine experience.  They have cheap drinks and appetizers on Thursdays, but I couldn't partake since there were students around.  I might try to go back.   This picture is my half eaten steak.  Once again, I am addicted to blue cheese, bacon, and beef.  The steak was not the most tender cut, but it was cooked to my liking.  One thing I did love about it is that it was COVERED in cheese and bacon!  I got veggies as a side to keep it somewhat healthy.   There is not a Friday's near where I live, but I may try to go back on a Thursday to try those specials next time I'm out that way.",https://www.yelp.com/biz/tgi-fridays-memphis-4?start=20,1.868,1.868,1.868,1.868,1.8680000000000003
13,Elvis G.,"Plaza Primera, FL",0,6,15.0,3.0,2013-10-19,Food was good i get the sirloin with lobster and alfredo sauce . It was good  also comes with 2 sides but i think they can improve a little bit on the flavor!! Overall the service was friendly and they even give us some nachos and salsa for free!!,https://www.yelp.com/biz/tgi-fridays-memphis-4?start=20,1.804,1.804,1.804,1.804,1.804
4,Corey E.,"Lakewood, CA",188,200,330.0,4.0,2014-01-10,"I guess you can call me a hermet because once I find something good on any menu, I typically keep ordering it over and over and over and over again. At TGI Fridays, that is exactly what I do. I always order the cajun chicken and shrimp pasta and the vanilla bean cheesecake. I'm a believer of, if its broke don't fix it. These two dishes are very good and I absolutely love them and for that I will always come here and dine.  The restaurant is very good and the service is excellent if you come to dine during lunch hours. If you come after hours for happy hour or on a busy saturday, the service isn't as good as I would like but it hasn't stopped me from coming. I give this place 4 stars and would recommend it.",https://www.yelp.com/biz/tgi-fridays-memphis-4?start=20,1.8400000000000003,1.8400000000000003,1.8400000000000003,1.8400000000000003,1.8400000000000005
16,Robert R.,"Memphis, TN",0,1,,1.0,2014-04-16,First off the location on Winchester has fallen off badly. TGIF is more like a club now with dj playing all type of Explict music you wouldn't want your average family in there. Service is at all time low.. Manger Kevin doesn't hold his employees to provide excellent customer service. This TGIF does not in any way reminds you of the commericals you see on TV.   Do not waste your time maybe the one downtown Memphis OR Wolfchase area.,https://www.yelp.com/biz/tgi-fridays-memphis-4?start=20,1.4760000000000002,1.4760000000000002,1.4760000000000002,1.4760000000000002,1.4760000000000004
0,Slim M.,"Atlanta, GA",19,264,173.0,3.0,2014-04-30,"Slooooow as molasses but everyone was nice. My drink knocked me on my butt, believe it or not. Then again, I'm a lightweight. This location closes at midnight, so that was pretty convenient, as we'd just gotten in town and thought they were closing much earlier than they did. Our server was a cool, laidback guy. My mom & I tried to be health-conscious and ordered the grilled chicken with sauteed veggies. A tomato/mozarella salad came along with it, but I don't like tomatoes, so our server traded the salad in for mashed potatoes (as if I needed the starch- ha). By the way, the ""mozarella"" did NOT taste like cheese at all, so I highly doubt that was actual cheese. It really tasted fake.  The chicken definitely tasted like it was less than 500 calories, but it was so rubbery-textured. The veggies were okay. The mashed potatoes were good, and the drink was great. This is a pretty decent location- spacious and clean. I'll give 'em a solid 3 stars.",https://www.yelp.com/biz/tgi-fridays-memphis-4?start=20,1.6760000000000002,1.6760000000000002,1.6760000000000002,1.6760000000000002,1.6760000000000002
29,Samantha B.,"Collierville, TN",217,763,2516.0,4.0,2015-01-25,"I came here this past week with my mother and husband after a trip to Costco. I had specifically requested this place as we had all come once before with my dad as well and had an enjoyable experience. But alas, that was before I discovered Yelp, so I have no idea what I got.  Our waiter was named Jonathan and it was his first day ever as a waiter. Unlucky for him, the menu doesn't say some things, like that Parmesan fries cost a little extra when substituted. So there were a few moments where he had to run and ask something, but we were fine with it. He did a great job and my husband only trolled him a little bit, such as asking if he could get his drink to go just to watch the guy's eyes widen with uncertainty. (Hubby rarely gets his drink to go and never a soda to go).  The food itself was great. I found a number of things that appealed to me, making me want to come back and try them all. I was in an odd mood for Asian and so went with one of their asian-themed dishes, the Hibachi Chicken Skewers. I would've gotten some dumplings too if I'd seen them sooner. Hubby and Mom got different rib meals.  I adored my Hibachi Chicken Skewers. They were glazed with miso and tasted so so so sweet. The soy sauce on them mixed perfectly with the jasmine rice pilaf. I totally don't associate broccoli with Asian food, even though I grew up eating beef and broccoli, but that was a good move on their part. It tasted great both eaten separately and mixed in with everything. The grilled pita was the most surprising part of the meal but it also went well with everything.  My husband and mother were not impressed by the ribs in any way. Mom said there wasn't enough meat and my husband agreed and added that his were very dry. The only thing we all agreed on was that this place seemed unusually slow. Personally, I loved what I got and I remember having a good experience before as well. I will definitely come back, but likely with friends instead.  To Try:  - Sizzling Chicken and Spinach - Cajun Shrimp and Chicken Pasta - dumplings (in the Jack Daniel's appetizer combo) Loved:  - Hibachi Chicken Skewers - broccoli - jasmine rice pilaf - grilled pita Ok: - Half Rack Baby Back Ribs - Jack Daniel's Mixed Grill  Nah:  - Parmesan Steak Fries - Mashed Potatoes",https://www.yelp.com/biz/tgi-fridays-memphis-4,1.8720000000000003,1.8720000000000003,1.8720000000000003,1.8720000000000003,1.8720000000000003
38,Joel B.,"Collierville, TN",18,125,58.0,1.0,2015-01-25,"I had a horrible experience here. It was crowded and loud for a weekday. Then it was slooooooow. Our waiter was new but he was awesome: friendly, courteous, and patient. I wish him the best of luck.  After eating my dried out ribs with very very little meat on them, and a six ounce sirloin that had more chewy parts (fat? gristle?) than not, I felt disgusted. It was so bad I don't want to eat steak or ribs from anywhere for a while. At all. I definitely don't want to come back here. Not only that, but the food came out cold. Probably because it took forever to come out. I was having a good night before we came here and didn't want to complain about the food and force us to have to wait through another far-too-long wait. I just wanted to leave. My mother-in-law and I both agreed the ribs are far better at Chilis so that's where we plan to go next time instead.",https://www.yelp.com/biz/tgi-fridays-memphis-4,1.4760000000000002,1.4760000000000002,1.4760000000000002,1.4760000000000002,1.4760000000000004
3,Jason C.,"Olive Branch, MS",2,13,2.0,3.0,2015-03-16,"We went on a Saturday and they seated us at one of the tables in the bar area,  which was fine.  We did the all you can eat appatizers for $12.  Many were just ok, but the BBQ chicken Flatbread was fantastic.  The waitress was friendly and great but they were understaffed. She was covering numerous tables within the bar section alone.  Which in turn made it take a long time for drinks and refills on both food and drink.  It's idiotic to not be running at full staff and coverage on the weekends day and night.  Customers don't want to be there for hours to eat and I'm sure neither does the staff.  The less customers they can turn in and out, the less tip opportunity they have a chance for.",https://www.yelp.com/biz/tgi-fridays-memphis-4?start=20,1.6760000000000002,1.6760000000000002,1.6760000000000002,1.6760000000000002,1.6760000000000002
33,Phar H.,"Memphis, TN",6,3,4.0,3.0,2015-09-05,"The service is not good and nobody cares you come to the restaurant. Then you are sitted again will be ignored. But the food is good. The drink is perfect but expensive even during happy hours.   Honestly speaking, not worth trying this place again.",https://www.yelp.com/biz/tgi-fridays-memphis-4,1.612,1.612,1.612,1.612,1.612
