Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,No,Palomino Restaurant & Bar,https://www.yelp.com/adredir?ad_business_id=gM5aXMlDnpQ3PWdfeXHfNQ&campaign_id=r71hw-aV1jqkiNFMwc0QYQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpalomino-restaurant-and-bar-bellevue&request_id=82b84bd7e59069f5&signature=80c6871086d88f8f6be67be745331bbd2613ad402196a028bdaba98b9fbda1ca&slot=0,Steve’s Bar & Grill,https://www.yelp.com/biz/steves-bar-and-grill-bellevue?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Peso’s Kitchen & Lounge,https://www.yelp.com/adredir?ad_business_id=tWzPbuaUwhjkjIqE0YE4dA&campaign_id=D214yi3UiRUHsMBwU4Lhww&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpesos-kitchen-and-lounge-seattle&request_id=82b84bd7e59069f5&signature=40293879dfb69d2cfef6d8f491b2d08a8ae888a8c13976cd2cbca476de2bec95&slot=1,Mox Boarding House,https://www.yelp.com/biz/mox-boarding-house-bellevue?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,The Pumphouse Bar & Grill,https://www.yelp.com/biz/the-pumphouse-bar-and-grill-bellevue?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 1:00 am,Accepts Android Pay,No,,,,
Sun,11:00 am - 12:00 am,Good For,"Lunch, Dinner",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Best Nights,"Mon, Sun",,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
