Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,No,Totem Family Dining,https://www.yelp.com/adredir?ad_business_id=ng4YFcnpXYnrkS2K0v5oUg&campaign_id=b76oH2T-cnMod2jMwg6fgg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftotem-family-dining-everett&request_id=9628a1d6c25c9ffb&signature=ea1edb54d197bdad770c8d693c2f5823825cd9c4f60f620c66e33a3e5deff1c1&slot=0,Ram Restaurant & Brewery,https://www.yelp.com/biz/ram-restaurant-and-brewery-tulalip-2?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Sound To Summit Brewing,https://www.yelp.com/adredir?ad_business_id=tCUXvokvls1Yvpk5NufqAg&campaign_id=WGhy2VnZ1kg1BgrQOXYpJg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsound-to-summit-brewing-snohomish&request_id=9628a1d6c25c9ffb&signature=a63f11056a22f2f0a0ef1b307f1b07dbe733525f6866fb59e3f179493d9ff421&slot=1,Blazing Onion Burger Company,https://www.yelp.com/biz/blazing-onion-burger-company-marysville?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,AJ’s Burgers,https://www.yelp.com/biz/ajs-burgers-marysville?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Good For,Lunch,,,,
Sat,11:00 am - 1:00 am,Parking,Private Lot,,,,
Sun,11:00 am - 12:00 am,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Coat Check,No,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
