Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,No,,,Applebee’s,https://www.yelp.com/biz/applebees-corunna?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,Yes,,,Lula’s Louisana Cookhouse,https://www.yelp.com/biz/lulas-louisana-cookhouse-owosso?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Johnny V’s Smokehouse,https://www.yelp.com/biz/johnny-vs-smokehouse-corunna?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Bike Parking,Yes,,,,
Sat,11:00 am - 12:00 am,Good for Kids,Yes,,,,
Sun,11:00 am - 11:00 pm,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Good For Dancing,No,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
