Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,Gazali’s,https://www.yelp.com/adredir?ad_business_id=-1xy3Bkvs4KYtEyoe-U3Ow&campaign_id=Yva-ejgG-NpjENG6jgRshA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgazalis-des-moines-2&request_id=f694015f0d77b1ed&signature=3dc0490b81c2a3aa7583c8c227ea53b3835092bd2a165ec1aca7ec8996424083&slot=0,The Fletcher Full Service Kitchen + Bar,https://www.yelp.com/biz/the-fletcher-ankeny?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Noah’s Ark Ristorante & Fireside Lounge,https://www.yelp.com/adredir?ad_business_id=q3SA0jLGTZmljz_RaSBseA&campaign_id=NYdGJZIdTPKfHtBE2cem1g&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fnoahs-ark-ristorante-and-fireside-lounge-des-moines&request_id=f694015f0d77b1ed&signature=cf25a7848248ec61599bb4ae91c20cc81f7c8aa65620e3bfd6bd882876020b95&slot=1,Ankeny Diner,https://www.yelp.com/biz/ankeny-diner-ankeny-2?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Butlers Cafe,https://www.yelp.com/biz/butlers-cafe-bondurant?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Bike Parking,Yes,,,,
Sat,11:00 am - 12:00 am,Good for Kids,Yes,,,,
Sun,11:00 am - 10:00 pm,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,Yes,,,,
