Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 1:00 am,Takes Reservations,No,Angry Crab Shack,https://www.yelp.com/adredir?ad_business_id=3dw6xhzG08htY5HcL2OjeA&campaign_id=KLedS8frS31aZ24wwu1nuQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fangry-crab-shack-mesa-8&request_id=694ecbcfd3d72722&signature=2ded09d111305567fd6b77153b8ed2b9999697d36c86beea42ffcb2ca6cd6706&slot=0,The Draft Sports Grill,https://www.yelp.com/biz/the-draft-sports-grill-mesa?page_src=related_bizes
Tue,11:00 am - 1:00 am,Delivery,No,TOGO’S Sandwiches,https://www.yelp.com/adredir?ad_business_id=JZQoVjM5epUGLVR6cBXdzQ&campaign_id=thTTls4TXosy6h90EDb3xQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftogos-sandwiches-gilbert&request_id=694ecbcfd3d72722&signature=e69d6c38846c23b6058bcb1af928cffee59801927c0a8700db06f69246c0203a&slot=1,Black Bear Diner,https://www.yelp.com/biz/black-bear-diner-gilbert?page_src=related_bizes
Wed,11:00 am - 1:00 am,Take-out,Yes,,,Freddys Frozen Custard & Steakburgers,https://www.yelp.com/biz/freddys-frozen-custard-and-steakburgers-gilbert?page_src=related_bizes
Thu,11:00 am - 1:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 2:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 2:00 am,Accepts Android Pay,Yes,,,,
Sun,11:00 am - 12:00 am,Good For,"Lunch, Dinner, Dessert",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Best Nights,Mon,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
