Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,Yes,,,The Cottage Pub & Restaurant,https://www.yelp.com/biz/the-cottage-pub-and-restaurant-chambersburg?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,,,Orchard,https://www.yelp.com/biz/orchard-chambersburg?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,Bistro 71,https://www.yelp.com/biz/bistro-71-chambersburg?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Parking,Private Lot,,,,
Sat,11:00 am - 11:00 pm,Bike Parking,No,,,,
Sun,11:00 am - 11:00 pm,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
