Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 1:00 am,Takes Reservations,No,Ole Piper Family Restaurant and Sports Bar,https://www.yelp.com/adredir?ad_business_id=Sy1ZCUuROVK1wYI7hOAjtw&campaign_id=ZfuiiPRxm2buwdLLkQbIXw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fole-piper-family-restaurant-and-sports-bar-rosemount&request_id=f2af8531c8ba514d&signature=cd2f8421b6a59533ce557eded34ce67b10e9298fd51e3c13c436be4483b2a93d&slot=0,Shantytown Grill,https://www.yelp.com/biz/shantytown-grill-bloomington?page_src=related_bizes
Tue,11:00 am - 1:00 am,Delivery,No,Lela,https://www.yelp.com/adredir?ad_business_id=kUpjEFpfsrZ2sfe2DEdOdQ&campaign_id=teJ1A6S-9lUdROLS-R-wvw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Flela-minneapolis&request_id=f2af8531c8ba514d&signature=33b4f41441acaa2373cf515580328c44fff49d4dc11058445de64475ed5027c0&slot=1,Streetz American Grill,https://www.yelp.com/biz/streetz-american-grill-bloomington?page_src=related_bizes
Wed,11:00 am - 1:00 am,Take-out,Yes,,,Bistro 79,https://www.yelp.com/biz/bistro-79-bloomington?page_src=related_bizes
Thu,11:00 am - 1:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Bike Parking,Yes,,,,
Sat,11:00 am - 1:00 am,Good for Kids,Yes,,,,
Sun,11:00 am - 12:00 am,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Loud,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Drive-Thru,No,,,,
