Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,No,Reginella’s Trattoria & Pizzeria,https://www.yelp.com/adredir?ad_business_id=hDZJ5lgn_cEiJ_p-UlVAcA&campaign_id=YGZygfJBuhhDN-izZ4HLqQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Freginellas-trattoria-and-pizzeria-chesapeake&request_id=1ef8f19fb71c96f1&signature=8e5e2b6424d7fcd8b8b8cab3d623c51a17bd307333869e7c74261878006b4255&slot=0,Wild Wing Cafe,https://www.yelp.com/biz/wild-wing-cafe-chesapeake?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Anchor Allie’s,https://www.yelp.com/adredir?ad_business_id=1opZw3aTxbq4foOR9Bi7CA&campaign_id=Kl-2wg-82130f2eMznt76w&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fanchor-allies-virginia-beach&request_id=1ef8f19fb71c96f1&signature=a2f195290ebf66a89192864a3d95067b98c31d96cf6a02851ea8a9dedd284bf4&slot=1,Texas Roadhouse,https://www.yelp.com/biz/texas-roadhouse-chesapeake?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Smokey Bones Bar & Fire Grill,https://www.yelp.com/biz/smokey-bones-bar-and-fire-grill-chesapeake?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 1:00 am,Good For,Dessert,,,,
Sun,11:00 am - 12:00 am,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Quiet,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
