Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,No,Mazzy’s Sports Bar & Grill,https://www.yelp.com/adredir?ad_business_id=-OVSMvXM0sSEsln8Nu1DSQ&campaign_id=fk7LRhRtg29y_IYQ1YDsZQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmazzys-sports-bar-and-grill-kennesaw&request_id=8f09f6666694d5fa&signature=5b205258733a32e883ca2485367dd2be973308f1bf0b892794188b65876fafda&slot=0,Marlow’s Tavern,https://www.yelp.com/biz/marlows-tavern-woodstock?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Dickey’s Barbecue Pit,https://www.yelp.com/adredir?ad_business_id=ZRydHP_MQbXZajo8N0IMlg&campaign_id=TCs6Z3jjMOkxrdtg3JwbCw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdickeys-barbecue-pit-kennesaw&request_id=8f09f6666694d5fa&signature=913aa5a6665d72e9c17e29705323e8b21f3a1d80ebdf2023f982b51bf019b817&slot=1,Guston’s Grille,https://www.yelp.com/biz/gustons-grille-woodstock?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Semper Fi Bar And Grille,https://www.yelp.com/biz/semper-fi-bar-and-grille-woodstock?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Accepts Apple Pay,Yes,,,,
Sat,11:00 am - 1:00 am,Good For,Lunch,,,,
Sun,11:00 am - 11:00 pm,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Average,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Coat Check,No,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Drive-Thru,No,,,,
,,Has Pool Table,No,,,,
