Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
,,Takes Reservations,No,Blaze Fast-Fire’d Pizza,https://www.yelp.com/adredir?ad_business_id=FGooW7VWVyLRZzF8oFFy9A&campaign_id=ZbmPw0uZcxU_VyiWaq_lsA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fblaze-fast-fired-pizza-toledo&request_id=71df5e1f8077f868&signature=81efcc23945a2595c381d9a6c7f060359a6672262025369c916e1f67f356ce99&slot=0,Paddy Jack’s,https://www.yelp.com/biz/paddy-jacks-sylvania?page_src=related_bizes
,,Delivery,No,Ye Olde Durty Bird,https://www.yelp.com/adredir?ad_business_id=Qk0eh0oTzFh73I_syU2N_A&campaign_id=qsk8uyee8uJzqH3nnSRfDQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fye-olde-durty-bird-toledo-2&request_id=71df5e1f8077f868&signature=f935b06817bc085676c0ed1b35ce3563a5385dd43a84b45f5114e2c7a6d0cdeb&slot=1,Texas Roadhouse,https://www.yelp.com/biz/texas-roadhouse-holland?page_src=related_bizes
,,Take-out,Yes,,,Scramblers,https://www.yelp.com/biz/scramblers-toledo?page_src=related_bizes
,,Accepts Credit Cards,Yes,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,No,,,,
,,Attire,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Drive-Thru,No,,,,
