Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 1:00 am,Takes Reservations,No,Crazy Cajun,https://www.yelp.com/adredir?ad_business_id=PsehuZUp2rMJWySbXILV4g&campaign_id=jsQS7rdPJKvN-z9bMy9fIg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcrazy-cajun-brooklyn-park&request_id=ce2b0d55be1375af&signature=b31ab187b308c554cb1be3c143e20747531a695b7748200573c5b171cb80be95&slot=0,Granite City Food & Brewery,https://www.yelp.com/biz/granite-city-food-and-brewery-maple-grove?page_src=related_bizes
Tue,11:00 am - 1:00 am,Delivery,No,Punch Bowl Social Minneapolis,https://www.yelp.com/adredir?ad_business_id=qw-VHIrdk1uG7ALzdGXGLw&campaign_id=5zt1XzsxfMygySclcxWNRg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpunch-bowl-social-minneapolis-st-louis-park&request_id=ce2b0d55be1375af&signature=1ffd32b77ff1e0f141b4ccd38503fd38ccb007d6bd3a15515340bef4f32e59a8&slot=1,Redstone American Grill,https://www.yelp.com/biz/redstone-american-grill-maple-grove?page_src=related_bizes
Wed,11:00 am - 1:00 am,Take-out,Yes,,,Maple Tavern,https://www.yelp.com/biz/maple-tavern-maple-grove?page_src=related_bizes
Thu,11:00 am - 1:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Accepts Android Pay,No,,,,
Sat,11:00 am - 1:00 am,Good For,Dessert,,,,
Sun,11:00 am - 12:00 am,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Drive-Thru,No,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
