Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,No,Ira’s Deli,https://www.yelp.com/adredir?ad_business_id=CK5grDXa9y_OM8KsxCFe2w&campaign_id=EanEDanTJ7F1VEbRgv9e9w&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Firas-deli-portland&request_id=bc053eaec00c5404&signature=0489a1f88e286ee419684329ffe91a11ca140f7fcc1c8377dc7b80ddcab90125&slot=0,Cascade Bar & Grill,https://www.yelp.com/biz/cascade-bar-and-grill-vancouver?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,South Pacific Cafe and Lounge,https://www.yelp.com/adredir?ad_business_id=_lE71-8ke-JLOwKemAHU3A&campaign_id=ZvUncMU6eFIJXWzQb1Jo8Q&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsouth-pacific-cafe-and-lounge-battle-ground&request_id=bc053eaec00c5404&signature=55f2c0d37f7bef196c891babe31366ba5c81987de519ba7546b1171af7f163c9&slot=1,Main Event Sports Grill,https://www.yelp.com/biz/main-event-sports-grill-vancouver-3?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,McMenamins East Vancouver,https://www.yelp.com/biz/mcmenamins-east-vancouver-vancouver?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Accepts Apple Pay,Yes,,,,
Sat,11:00 am - 1:00 am,Good For,Dessert,,,,
Sun,11:00 am - 12:00 am,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Loud,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
