Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,The Steak Valet by Choplins,https://www.yelp.com/adredir?ad_business_id=CWtRRmZRgwu62g2QV0jCJQ&campaign_id=yO0x_ixtT3m_H6EdMJJPhw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-steak-valet-by-choplins-cornelius&request_id=495f946c83f23a05&signature=b488d8d5950e5b0d73c798745f1d8d7d62bf717d1740039b12e645a07dbf94eb&slot=0,Macado’s,https://www.yelp.com/biz/macados-charlotte?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,FlatIron Kitchen & Taphouse,https://www.yelp.com/adredir?ad_business_id=2bTfMJCido0G8U0tk8hDkg&campaign_id=ffjCBFW0drAezjjRblhqEg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fflatiron-kitchen-and-taphouse-davidson&request_id=495f946c83f23a05&signature=7ce3805dfa12d43fe19a7b2f99c8d54923d7f9e0d8885ca1489c87ce42b21cdb&slot=1,Flying Saucer Draught Emporium,https://www.yelp.com/biz/flying-saucer-draught-emporium-charlotte-3?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Boardwalk Billy’s Raw Bar And Ribs,https://www.yelp.com/biz/boardwalk-billys-raw-bar-and-ribs-charlotte-4?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Parking,Private Lot,,,,
Sat,11:00 am - 1:00 am,Bike Parking,Yes,,,,
Sun,11:00 am - 12:00 am,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
