Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,Yes,Brick & Fire Bistro,https://www.yelp.com/adredir?ad_business_id=JmTt_EYc_Gpt42mojPFSSw&campaign_id=28LEpMbdd8frgxZkJggWsw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbrick-and-fire-bistro-eureka&request_id=f5f2ce766830ba15&signature=ba3712fc7065f46b92d844f3504fe079a40e2691494648fb250f2919f4cad165&slot=0,AA Bar & Grill,https://www.yelp.com/biz/aa-bar-and-grill-eureka?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,The Banana Hut,https://www.yelp.com/adredir?ad_business_id=bRdIU4hZM-odGUu6rDgs1A&campaign_id=zrciYnpVPfvYRlJ93nKvuQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-banana-hut-eureka&request_id=f5f2ce766830ba15&signature=e3a0791348ee176e0eaa491f7eba17314982df48f987c033fc1d51407d42be41&slot=1,Village Pantry,https://www.yelp.com/biz/village-pantry-eureka?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,Adel’s Restaurant,https://www.yelp.com/biz/adels-restaurant-eureka?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 12:00 am,Parking,Private Lot,,,,
Sun,11:00 am - 11:00 pm,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Best Nights,"Tue, Thu, Sun",,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Drive-Thru,No,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
