Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,Cugino Forno,https://www.yelp.com/adredir?ad_business_id=xcLr_JmUc7DCv5PGla6hAQ&campaign_id=pDSggkUZiW_TukwMSXo3ZQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcugino-forno-greensboro&request_id=d317521c5d59b94f&signature=20ef53469227afce881175ceecdb1d2119320390e37e0c33e4fda7da87805e74&slot=0,Sammy G’s Tavern,https://www.yelp.com/biz/sammy-gs-tavern-high-point?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Blue Agave Mexican Bar & Grill,https://www.yelp.com/adredir?ad_business_id=at2XrvOkpFKJNv1-uLgipA&campaign_id=1ceF3uKZXCGRdbmugjTJ7w&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fblue-agave-mexican-bar-and-grill-greensboro&request_id=d317521c5d59b94f&signature=55aded9afce5da2a22270fce1a2c72b965a07f6427a7501550090b163ac6e9d7&slot=1,Chili’s,https://www.yelp.com/biz/chilis-high-point-2?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Ruby Tuesday,https://www.yelp.com/biz/ruby-tuesday-greensboro-2?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Bike Parking,Yes,,,,
Sat,11:00 am - 1:00 am,Good for Kids,Yes,,,,
Sun,11:00 am - 12:00 am,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Drive-Thru,No,,,,
