Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 1:00 am,Takes Reservations,Yes,Jimmy John’s,https://www.yelp.com/adredir?ad_business_id=kjuBHZOUxfC7F_Oz2BWWZw&campaign_id=-Qa9whajPDI6mbxfF7VI1A&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjimmy-johns-knoxville-2&request_id=7ed06ec6957fbafa&signature=6ece708b55d80748df5c28b32884f3b9fbd462b97ecdf068b58a04cc97adb335&slot=0,Carolina Ale House,https://www.yelp.com/biz/carolina-ale-house-knoxville-4?page_src=related_bizes
Tue,11:00 am - 1:00 am,Delivery,No,Empire Pizza,https://www.yelp.com/adredir?ad_business_id=pA8qJ09wyBXZt1RdgEgViA&campaign_id=lMFQoYnMZTGrsm8loufsZg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fempire-pizza-knoxville-3&request_id=7ed06ec6957fbafa&signature=8504920b6b31a37d039ebc88745e26d0ccceaba68f79753063e5f482e5692392&slot=1,Parkside Grill,https://www.yelp.com/biz/parkside-grill-knoxville?page_src=related_bizes
Wed,11:00 am - 1:00 am,Take-out,Yes,,,Cook Out,https://www.yelp.com/biz/cook-out-knoxville-3?page_src=related_bizes
Thu,11:00 am - 1:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Good For,Lunch,,,,
Sat,11:00 am - 1:00 am,Parking,Private Lot,,,,
Sun,11:00 am - 12:00 am,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Has Pool Table,No,,,,
