Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,No,The Fat Greek,https://www.yelp.com/adredir?ad_business_id=yNmBIe9LPplr_11DbrV3EA&campaign_id=Gcjq8ILAmLhuMT3enqMhig&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-fat-greek-yucaipa&request_id=e0167f4ed88f5b2b&signature=dcb44903427cd8fdbca59bfa9f0552a25da3530389bf625b8acc55d693d08b81&slot=0,Victor’s Restaurant & Bar,https://www.yelp.com/biz/victors-restaurant-and-bar-beaumont?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,The Hawk’s Head Public House,https://www.yelp.com/adredir?ad_business_id=OEiDaUQPXWaRIN7OAwNCZw&campaign_id=fi0UpFMSaC6BvZCYGmrD_g&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-hawks-head-public-house-yucaipa&request_id=e0167f4ed88f5b2b&signature=cf3e77dc5ce34e4329ac892e40da2327f0112b97288bf67a2ab5de0966c4f638&slot=1,Domenicos Italian Kitchen,https://www.yelp.com/biz/domenicos-italian-kitchen-beaumont-2?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,The Sand Trap Sports Bar & Grill,https://www.yelp.com/biz/the-sand-trap-sports-bar-and-grill-beaumont?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 12:00 am,Good For,"Lunch, Dinner, Dessert",,,,
Sun,11:00 am - 12:00 am,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Best Nights,Mon,,,,
,,Coat Check,No,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
