Username,location,friend_count,review_count,photo_count,rating,date,review,Url
Sarah M.,"Kalamazoo, MI",127,8,7,4.0,10/27/2017,"This is an okay restaurant. The service is good and the food is good but nothing about it is very unique which is what I really enjoy about my favorite places. Although they do tend to have good deals now and then like a free appetizer when you check in on yelp or for the month of October they had $1 margaritas, yum!",https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-kalamazoo-6
Kimberly K.,"Kalamazoo Township, MI",48,4,,3.0,12/13/2017,"It's Applebee's, it is what is. The food was ok, you know what to expect here. My daughter loves it. The spinach dip is definitely winning.",https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-kalamazoo-6
Madelyn R.,"Kalamazoo, MI",0,5,,1.0,10/7/2017,"I used to come here all the time but they've messed up my food the past 2 times and this time I haven't gotten a single drink refill and I've been done eating for over 20 minutes and the waitress has not brought the check. In fact, she hasn't came by the table once after taking our order. I definitely won't be coming back.",https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-kalamazoo-6
Bob S.,"Oshtemo, MI",139,198,119,2.0,6/26/2015,Fast and a good value. But cookie cutter routine heat and eat meals.   Great for a quick beer with friends. Nice staff too.,https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-kalamazoo-6
Jenna P.,"Grafton, WI",89,9,1,1.0,3/13/2017,"Today for Lunch I decided to go to Applebee's and use the Car-side To Go. I picked up my meal, and went back to work. When I opened my 4-cheese Mac & Cheese with Honey Pepper Chicken Tenders, I thought it was a joke. I couldn't believe my eyes!!! The entire to-go had about 6 bites and 3 tiny pieces of chicken. It looked like someone scooped up the meal from a left over table, and thru it in the to go container. It was the smallest portioned meal, I have ever seen. My co-worker thought it was my dinner left over from last night. Honestly I couldn't believe it. I get this meal, every time I eat at Applebee's. I am so upset. Now I will be starving all day, until I get home for dinner. Very disappointed!!!!",https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-kalamazoo-6
Larry H.,"Midlothian, IL",3,25,4,2.0,8/28/2016,Portions are kiddy size at full price rate. Have to increase the portion size to earn my business again.,https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-kalamazoo-6
Paul C.,"Kalamazoo, MI",0,2,1,3.0,1/8/2016,"I am a big Applebee's fan, but recent visits have made me question their mission.  They have a new self ordering system which is confusing and unnecessary, the server is spending too much time showing everybody how the new system works instead of connecting with the customer and doing the ordering for them, which is why people go out to eat. Remember, people go back to restaurants because of a good experience which is often times the result of having a great server. I suppose this new system might work if the servers aren't very good, or if there are a lot of tech-savvy younger customers.",https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-kalamazoo-6
Pam R.,"Clearwater, Tampa Bay, FL",1,64,19,1.0,8/14/2016,"Just thought I'd add this, attempted to email Jasmine and this is an invalid email. Looks like an attempt to make them look responsive, but don't be fooled!",https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-kalamazoo-6
Rev. Anna P.,"Kalamazoo, MI",7,9,1,5.0,7/31/2015,"OMG! Inever expected the food to be so amazing.  My friend and I used the 2 for $25 offer and with that we got 2 appetizers and we bought a third which we got free because of the Yelp coupon.  I got the French onion soup and he got a salad and then we shared spinach artichoke dip which was filled with ""spectacularness"".... they make their own corn crisps.  Then we got shrimp on the one free Bar appetizer from the Yelp coupon. For dinner I had the Bourbon Steak which was absolutely perfectly prepared and yummy as can be and my friend got a chicken dish which he also said was great. At the end we were too full for dessert and very happy with the price. We will go there again for sure.",https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-kalamazoo-6
Shawn B.,"Mattawan, MI",56,152,115,3.0,7/25/2015,"I'm surprised there are so few reviews since this location has been open quite a while and is in a busy location. Admittedly I've been here dozens of times. It's convenient to where we live and shop. Things I like: menu changes on a regular basis adding new items to try, never a wait, quick service 90% of the time. This visit we arrived around 3 on a Friday afternoon. Were seated right away. Our server took quite a while to stop by our table. Not sure what the hold up was.... A small group of servers and the manager where just chatting at the bar. Eventually she showed up to get our drink order. Got a couple bar drinks which took a pretty long time considering how busy or should I say how not busy they were. Ordered some happy hour apps, only $3 each, nice...but apparently for $3 you get just 4 cheese sticks, not sure that nearly $1 a cheese stick is a good deal, but anyway. Meals, clubhouse grill- good, I like that they have started using real turkey versus pressed lunch meat. Hubby had a burger and said their new burgers were much improved. I wasn't super impressed with this visit, but simply based on location I imagine we'll be back by at some point.",https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-kalamazoo-6
Shannon K.,"Oshtemo, MI",36,2,,4.0,12/21/2015,Server was fabulous.  Manager came around talking to guests.  Had some minor issues with food but they politely fixed it and then it was fine.,https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-kalamazoo-6
Mathew K.,"Kalamazoo Township, MI",172,27,9,5.0,7/17/2014,"We are giving this Applebee's a 5 star review because the people here are amazing! Most chain restaurants don't care about the quality of food or service but Michael Huber the manager and Amit, our waiter, went above and beyond our expectations to take care of us. My wife and I will be back again and again because we appreciate businesses that care about us as customers.  Thank you Mike for being an exemplary leadership example for how to take care of customers and thank you Amit for working hard I make our night great.  Sincerely, Mat Koenig CEO KonigCo The #1 Mobile Marketing Company for Automotive Dealers in the U.S.",https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-kalamazoo-6
Gary C.,"Bloomingdale, MI",0,1,2,5.0,7/4/2014,This place is the best. I recommend the bourbon street steak and the tortilla soup is awesome!,https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-kalamazoo-6
