Username,location,friend_count,review_count,photo_count,rating,date,review,Url
Chou T.,"Avon, CT",3,6,6,4.0,12/4/2017,Really nice place and the food was awesome!  I ordered the jambalaya and it was delicious.  Service was timely and everyone was really kind to help us.  Definitely would come back,https://www.yelp.com/biz/california-pizza-kitchen-farmington-2
Victoria H.,"Glastonbury, CT",172,27,63,3.0,6/29/2017,"I typically don't like the idea of giving bad reviews to restaurants because as a waitress I understand how experiences can differ person to person but I left California Pizza kitchen just really unhappy with the money I spent and the food I had ate.  I really think the only thing you should order here is pizza, hence the name. But I decided to try something that wouldn't be so heavy so I went with the Banh mi bowl which has about 15.59? It was skimpy and barely had any chicken. I'm pretty sure I bit on a small rock that was in my dish at some point or sand also. Felt literally like a bunch of raw vegetables thrown into a bowl with some chicken and a handful of quinoa. Bill came out to 17.44 with tip (service was mediocre at best). Way too pricey for the quality of food I ate. Not sure if I'll be returning except maybe to give their pizza a chance to redeem their sad excuse for a Banh mi bowl.",https://www.yelp.com/biz/california-pizza-kitchen-farmington-2
Abram M.,"New Britain, CT",58,43,110,5.0,3/6/2017,"California Pizza Kitchen is totally awesome. I hadn't been there in a LONG time, and the last time I went I was sick with terrible cold, including post nasal drip and a stuffy nose.  So, I literally couldn't taste much.  Yesterday my wife and I decided to pick up some pizza to go. We didn't really have time to sit down, but she had some sort of rewards from CPK so we wanted to use it.  Their online menu doesn't have any prices so my wife used a third party app to figure out how much things cost. My wife said that when she went inside the price was higher than expected. She asked why and they told her what the price of the pizza was higher than what we read online.  The young woman helping her called over the manager, my wife explained that the third party app was wrong, but also it's hard to order online because CPK doesn't have prices. The manager, was very kind she said, he honored her 10 dollars rewards and then put the remaining balance on the house so we can get our pizza free.  My wife said he was very kind and understanding through the entire conversation and I feel like that is GREAT customer service! ON TOP OF THAT, the Jamaican jerk pizza we ordered was SO SO good.  My only tip to CPK is that they REALLLLYYYY should have their prices online. I understand it's a chain, so that is likely an issue that would have to be fixed by corporate or something.  However, that does not change my rating of this California pizza; this California pizza is awesome. I remember the service being good the last time I came, and that's coming from someone who felt pretty miserable that day because I was so sick.  CPK is great, and if you haven't been there already, you should definitely go.",https://www.yelp.com/biz/california-pizza-kitchen-farmington-2
Adriana C.,"Canton, CT",0,3,,2.0,12/10/2017,I place a take out order last night and have to say that the service was outstanding...fast response and delivery curbside because was snowing and the manager came out and gave me the food at my car!!! I really appreciated that gesture since I worked the whole day and didn't want to walk outside in the cold snowy weather!!! Arrived home 20 min later to enjoy the Hawaiian pizza and California Cobb but was very disappointed..crust was chewy and the sauce was not what I expected on both selections. The bacon was super hard and very little chicken! I ended feeling that was not worth what I paid! Not planning to visit or order again from this place!,https://www.yelp.com/biz/california-pizza-kitchen-farmington-2
Paul B.,"Somers, CT",269,314,333,2.0,9/24/2017,"First visit to this his location 3rd time to cpk.  This location was extremely slow and our waiter was very hard to find. At one point the manager had to refill our drinks.  So the service was subpar for sure. The restaurant was busy but not insane so this really shouldn't have been an issue. I ordered the fish tacos and my daughter ordered a salad. She said her salad was good, but my tacos lacked any real flavor and were rather disappointing.  I've learned from the 3 visits here to stick to the pizza. Hopefully next time the service is better!",https://www.yelp.com/biz/california-pizza-kitchen-farmington-2
Diego A.,"Farmington, CT",3,67,5,4.0,7/16/2017,A good visit. We ordered the fried mac and cheese. So good! It was my first time trying it; no regrets! Ordered a Margherita thin crust pizza and regular cheese pizza for my boyfriend. Both tasted great. We skipped the desert because we were full. But was definitely worth it. Only slight downside was that the bread was a little bit hard...maybe too hard for my taste but it was still delicious. And filling of course. Our waiter was nice. Haven't been here in years and I liked the new look a lot. More modern. Will have to come back to try the bbq chicken sandwich. Sounds amazing. Until next time!,https://www.yelp.com/biz/california-pizza-kitchen-farmington-2
Kelly H.,"Bristol, CT",4,24,14,4.0,5/12/2017,"We went here yesterday for lunch during a trip to the mall. Service was a little on the slow side, but I understand it was lunch hour. We did see others get their lunches before us, however, even though they were seated well after us. All we had ordered was 3 appetizers to share. Nothing crazy. They did bring us additional bread and dip with apologies for the slower than normal service. Although I have had the pizza previously, yesterday I had a craving for the avocado egg rolls and chicken lettuce wraps (which I think are the best around). My husband usually get the petite wedge salad no matter what. Food was good, no complaints there. Will definitely go back, but maybe not during rush lunch hours.",https://www.yelp.com/biz/california-pizza-kitchen-farmington-2
Vicki B.,"Tolland, CT",66,358,1076,4.0,5/27/2016,"The roasted vegetables salad was magnificent. I added salmon to mine; the chef got it right leaving a little pink. The vegetables were roasted and warm a nice juxtaposition to the cool greens and avocado. I think the artichokes were canned as they tasted a little briny. Will omit those next time.  Group of six and the waitress (nursing student can't remember her name sorry) was not only friendly but efficient.  Had spring rolls, humus, and spinach dip appetizers, all were hits.",https://www.yelp.com/biz/california-pizza-kitchen-farmington-2
Dawn O.,"East Hartford, CT",231,233,630,3.0,4/9/2016,"Ya, It's a chain and the half portions can sometimes be inconsistent but if ya stick with the popular selections you usually can't go wrong.   I love the BBQ Chicken Salad and the White Bean Hummus with those fresh and Hot little doughy triangles to dip into it.  I only go here if we are shopping in the mall.  It can tend to be busy so you might have to wait a bit but the servers are sweet and have always been nice to us.",https://www.yelp.com/biz/california-pizza-kitchen-farmington-2
John M.,"West Hartford, CT",17,66,31,1.0,6/15/2017,Horrible service  BBQ chicken pizza took 30 min and was not good  Even with gift card will not be back,https://www.yelp.com/biz/california-pizza-kitchen-farmington-2
