Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,No,Steppy’s Sports Bar & Grill,https://www.yelp.com/adredir?ad_business_id=E9-k8aOCS2sSh9RYxvWU_A&campaign_id=SiDT7XULmpEl986RMI85fQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsteppys-sports-bar-and-grill-east-norriton&request_id=c2ebe8410b0c2b0f&signature=e70a31bdab07032dab3786aafac6157a96633859aa12a2249ee1528a586a35bf&slot=0,Tony G’s Pub and Eatery,https://www.yelp.com/biz/tony-gs-pub-and-eatery-norristown?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Smoke’n Dudes BBQ,https://www.yelp.com/adredir?ad_business_id=IfyXRQs7S9EoXCtCDWTeqg&campaign_id=GFbdLY6U9ZVR7-snmpaRPw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsmoken-dudes-bbq-bensalem&request_id=c2ebe8410b0c2b0f&signature=28668f87d5c32f7f6c1989c52d0de77e5221b04e5e7483517ace3507eb9e974f&slot=1,Uno Pizzeria & Grill,https://www.yelp.com/biz/uno-pizzeria-and-grill-oaks?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Capones Restaurant,https://www.yelp.com/biz/capones-restaurant-norristown?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Good For,"Lunch, Dessert",,,,
Sat,11:00 am - 1:00 am,Parking,Private Lot,,,,
Sun,11:00 am - 12:00 am,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Drive-Thru,No,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
