Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,,,Chili’s,https://www.yelp.com/biz/chilis-kokomo?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,,,Grindstone Charley’s,https://www.yelp.com/biz/grindstone-charleys-kokomo?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Cone Palace,https://www.yelp.com/biz/cone-palace-kokomo?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Bike Parking,No,,,,
Sat,11:00 am - 1:00 am,Good for Kids,Yes,,,,
Sun,11:00 am - 12:00 am,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
