Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,Jimmy John’s,https://www.yelp.com/adredir?ad_business_id=GeRh5XnPU8WukQHfE2URwg&campaign_id=_yyBSmQvpWuslBUZrleb1A&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjimmy-johns-ithaca&request_id=55990eb2f2f2a2ff&signature=34ec8071234d7c051f5e18cbb9b3762bd32bab761c13cce01d81565bc0033b6e&slot=0,Chili’s,https://www.yelp.com/biz/chilis-ithaca?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,,,Ithaca Ale House,https://www.yelp.com/biz/ithaca-ale-house-ithaca?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Fat Jack’s BBQ,https://www.yelp.com/biz/fat-jacks-bbq-ithaca?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Parking,Private Lot,,,,
Sat,11:00 am - 1:00 am,Bike Parking,Yes,,,,
Sun,11:00 am - 12:00 am,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Loud,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
,,Has Pool Table,Yes,,,,
