Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,No,Dyvine BBQ In Motion,https://www.yelp.com/adredir?ad_business_id=8PRKNmt2j8sIAQ7f5FYeSg&campaign_id=8IYfc_JlKlZCixaOvUCm6g&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdyvine-bbq-in-motion-dumfries-2&request_id=af06f814acf5ef55&signature=cb20fd16f8088039a1f3eeae748879ec12259d92dc09cf81f39e39293a14fa7e&slot=0,Tidewater Grill,https://www.yelp.com/biz/tidewater-grill-dumfries?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Doña Tere Restaurant,https://www.yelp.com/adredir?ad_business_id=xiBBRHAcDKzSia2vUB__IQ&campaign_id=5lqnnh1o-SExh8A512paIQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdo%25C3%25B1a-tere-restaurant-woodbridge-5&request_id=af06f814acf5ef55&signature=bc94f30973e9c0326ff7d826b5a86c8598959a2934a8c2d2f2f4d1157dbf416e&slot=1,Cracker Barrel Old Country Store,https://www.yelp.com/biz/cracker-barrel-old-country-store-dumfries?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Ornery Beer Company,https://www.yelp.com/biz/ornery-beer-company-woodbridge-3?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 12:00 am,Good For,Dinner,,,,
Sun,11:00 am - 12:00 am,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Music,"DJ, Background",,,,
,,Alcohol,Full Bar,,,,
,,Best Nights,"Wed, Fri, Sat",,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Drive-Thru,No,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
