Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,No,Casserole 2 Go,https://www.yelp.com/adredir?ad_business_id=W5CXFRbsVRsPb67hPYM-og&campaign_id=mdaV_RR_GMljNcq8BtxZiQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcasserole-2-go-columbia&request_id=f7bde5f2c50cba2b&signature=6b6b625316a32137d3476a0f8536037810086836f951d7f2b8cbdc43467f36fe&slot=0,Golden Bay Seafood Restaurant,https://www.yelp.com/biz/golden-bay-seafood-restaurant-columbia?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Fatz Southern Kitchen,https://www.yelp.com/adredir?ad_business_id=ETjsVPHOl0ULgNYb1SqnzA&campaign_id=VFD0WdpxEOfVJlgs8ehSYg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ffatz-southern-kitchen-irmo&request_id=f7bde5f2c50cba2b&signature=64ea116ad1dff6290c07328058d145afad19c134bf9b2d94968ff154c5144d14&slot=1,Texas Roadhouse,https://www.yelp.com/biz/texas-roadhouse-columbia?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Steve’s Classic Burgers,https://www.yelp.com/biz/steves-classic-burgers-columbia?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 2:00 am,Parking,Private Lot,,,,
Sat,11:00 am - 2:00 am,Bike Parking,Yes,,,,
Sun,11:00 am - 12:00 am,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
