Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,UPerk,https://www.yelp.com/adredir?ad_business_id=_PFB2gX3qxxzifcKMfCfZA&campaign_id=yRFEeNPSh83efF-6I5oOlA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fuperk-tuscaloosa&request_id=e813701522e38678&signature=d8eaa74efca458c28eeabb51edebd2496b94c869be93690373553f04812b1e34&slot=0,Rama Jama’s,https://www.yelp.com/biz/rama-jamas-tuscaloosa?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,McDonald’s,https://www.yelp.com/adredir?ad_business_id=km9OdcNT1-fx6QgPKJo21A&campaign_id=atB9ZUH-SRGTKQkFNALLxA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmcdonalds-tuscaloosa-7&request_id=e813701522e38678&signature=f9668771d23e41e06661ee63509ecabc6ee3e982de88b370da946042a70ecac5&slot=1,The Avenue Pub,https://www.yelp.com/biz/the-avenue-pub-tuscaloosa?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Five Bar,https://www.yelp.com/biz/five-bar-tuscaloosa-2?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Bike Parking,No,,,,
Sat,11:00 am - 12:00 am,Good for Kids,Yes,,,,
Sun,11:00 am - 10:00 pm,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Outdoor Seating,Yes,,,,
,,Has TV,Yes,,,,
,,Drive-Thru,No,,,,
