Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,Al’s Village Diner,https://www.yelp.com/adredir?ad_business_id=O2-G8q9oMbBkh3vciru3Gw&campaign_id=bOOjLg0JEEEl4HRAAyptqg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fals-village-diner-east-syracuse&request_id=3ed3f21730f04b10&signature=15c8c60928fb357dab371108921e5a20f3c7f0a885630100ce9069043b6ebe95&slot=0,Tully’s Good Times,https://www.yelp.com/biz/tullys-good-times-syracuse-3?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Denny’s,https://www.yelp.com/adredir?ad_business_id=jkBbh0uUV57UL-OmNUpiLg&campaign_id=phQTtquHldmIBTEUk1QsnA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdennys-syracuse-3&request_id=3ed3f21730f04b10&signature=f786e927ad658bfb6bb80d4d55decfb7b715d2365b4d0a5fbb6f551edb656e0d&slot=1,Texas Roadhouse,https://www.yelp.com/biz/texas-roadhouse-syracuse?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Dinosaur Bar-B-Que,https://www.yelp.com/biz/dinosaur-bar-b-que-syracuse-3?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 1:00 am,Bike Parking,Yes,,,,
Sun,11:00 am - 12:00 am,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Has Pool Table,No,,,,
