Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,No,McDonald’s,https://www.yelp.com/adredir?ad_business_id=Zi95mbyd0x-gRgquj8X9FA&campaign_id=atB9ZUH-SRGTKQkFNALLxA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmcdonalds-davenport-8&request_id=4318e765216c66e2&signature=eacf809be581a803ebafe40bea0845e92aa8676df0242a9cab91575804605cd6&slot=0,Texas Roadhouse,https://www.yelp.com/biz/texas-roadhouse-davenport?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Pee Wees,https://www.yelp.com/adredir?ad_business_id=XtNmKQprbN09PIwlPSPsmQ&campaign_id=JUSfXMMAm6yn_MuHdAXcFA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpee-wees-rock-island&request_id=4318e765216c66e2&signature=f9775a6dea624206d09298969c7b5dda990d2dba40c43c6281daceefca296889&slot=1,Granite City Food & Brewery,https://www.yelp.com/biz/granite-city-food-and-brewery-davenport?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Old Chicago Pizza & Taproom,https://www.yelp.com/biz/old-chicago-pizza-and-taproom-bettendorf?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Good For,Lunch,,,,
Sat,11:00 am - 12:00 am,Parking,Private Lot,,,,
Sun,11:00 am - 10:00 pm,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Coat Check,Yes,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Drive-Thru,No,,,,
,,Has Pool Table,No,,,,
