Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,No,,,Stout’s Irish Pub,https://www.yelp.com/biz/stouts-irish-pub-clinton?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,,,Candlelight Inn,https://www.yelp.com/biz/candlelight-inn-clinton?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Bubba’s & Mama’s Family Restaurant,https://www.yelp.com/biz/bubbas-and-mamas-family-restaurant-clinton?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Bike Parking,No,,,,
Sat,11:00 am - 12:00 am,Good for Kids,Yes,,,,
Sun,11:00 am - 10:00 pm,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Outdoor Seating,No,,,,
,,Has TV,Yes,,,,
